Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
249354_at	EMB3012		5	16213222	AT5G40480	834046	15295017, 15695462, 21189294	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005635: nuclear envelope, GO:0005783: endoplasmic reticulum, GO:0009793: embryo development ending in seed dormancy	03013: RNA transport
245319_at			4	-9142404	AT4G16146	827304	16623895, 18671872, 18650403	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0007623: circadian rhythm, GO:0008150: biological_process	
258573_at	PDE324, PTAC3		3, 3	-1123023	AT3G04260	819581	14576160, 16326926, 16824183, 17329565, 20736450, 21949211, 22616989	GO:0003677: DNA binding, GO:0005634: nucleus, GO:0009295: nucleoid, GO:0009507: chloroplast, GO:0009508: plastid chromosome, GO:0016020: membrane, GO:0016556: mRNA modification, GO:0042793: plastid transcription, GO:0045036: protein targeting to chloroplast, GO:0045893: positive regulation of transcription, DNA-templated	
248075_at	CRR21	Encodes a member of the E+ subgroup of the PPR protein family, containing the E and E+ motifs following a tandem array of PPR motifs.  It also contains an unknown motif consisting of 15 aa, which is highly conserved in some PPR proteins, including CRR4.  CRR21 is involved in RNA editing of the site 2 of ndhD (ndhD-2),which encodes a subunit of the NDH complex.  The RNA editing changes aa 128 from Ser to Leu.  Mutants have impaired NDH complex activity.	5	-22561941	AT5G55740	835668	14576160, 15269332, 17483454, 18650403, 18657233, 20736450	GO:0009507: chloroplast, GO:0009965: leaf morphogenesis, GO:0016556: mRNA modification, GO:0016556: mRNA modification, GO:0030154: cell differentiation, GO:0045893: positive regulation of transcription, DNA-templated	
260776_at			1	4989563, 4989562	AT1G14580	838020	11118137, 14576160, 15236668, 16813575, 16784536, 16934950	GO:0003676: nucleic acid binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0008270: zinc ion binding	
249010_at			5	17979311	AT5G44580	834486	15272873, 15489280, 18218973, 18591656, 18550839, 22487254	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0008150: biological_process, GO:0009627: systemic acquired resistance, GO:0031347: regulation of defense response	
251685_at			3	-20923600	AT3G56430	824810	14671022, 14760709, 17660356, 18650403	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0005773: vacuole, GO:0008150: biological_process, GO:0009507: chloroplast, GO:0009536: plastid	
258861_at			3	354360, 354412	AT3G02060	821294	14576160	GO:0005634: nucleus, GO:0006783: heme biosynthetic process, GO:0008026: ATP-dependent helicase activity	
260489_at			1	19136251	AT1G51610	841586	11500563	GO:0006812: cation transport, GO:0008324: cation transmembrane transporter activity, GO:0015562: efflux transmembrane transporter activity, GO:0016020: membrane	
253005_at	CURT1D		4	-17886869	AT4G38100	829966	15322131	GO:0009507: chloroplast, GO:0009535: chloroplast thylakoid membrane	
263573_at	NLP1		2	-7466841, -7468074	AT2G17150	816220	11118137	GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus	
266537_at			2	-7303919	AT2G16860	816187	15668172, 18315867, 18775970	GO:0003674: molecular_function, GO:0005737: cytoplasm, GO:0008150: biological_process	03040: Spliceosome
266618_at			2	14910410	AT2G35480	818113	17419845	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0008150: biological_process	
264969_at	EMB2813		1	-25205392, -25205279, -25205383	AT1G67320	843052	12093376, 16126853, 17556508, 17873092, 18775970	GO:0003896: DNA primase activity, GO:0005634: nucleus, GO:0006260: DNA replication, GO:0006261: DNA-dependent DNA replication, GO:0006270: DNA replication initiation, GO:0006275: regulation of DNA replication, GO:0006306: DNA methylation, GO:0008283: cell proliferation, GO:0009506: plasmodesma, GO:0051567: histone H3-K9 methylation, GO:0051726: regulation of cell cycle	00230: Purine metabolism, 00240: Pyrimidine metabolism, 01100: Metabolic pathways, 03030: DNA replication
259990_s_at	ADO3, FKF1	Encodes FKF1, a flavin-binding kelch repeat F box protein, is clock-controlled, regulates transition to flowering. Forms a complex with GI on the CO promoter to regulate CO expression., Encodes FKF1, a flavin-binding kelch repeat F box protein, is clock-controlled, regulates transition to flowering. Forms a complex with GI on the CO promoter to regulate CO expression.	1, 1	25508676	AT1G68050	843133	10847687, 11019805, 15710392, 15734916, 16002617, 16980594, 16953568, 17540692, 17872410, 18676661, 18775970, 18930433, 19199494, 19619493, 19704651, 19801976, 20005809, 20354196, 20705178, 21112308, 21518052, 20818180, 22402262, 22487254, 22628657, 22963237	GO:0001047: core promoter binding, GO:0004842: ubiquitin-protein transferase activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0006511: ubiquitin-dependent protein catabolic process, GO:0007623: circadian rhythm, GO:0007623: circadian rhythm, GO:0007623: circadian rhythm, GO:0009637: response to blue light, GO:0009911: positive regulation of flower development, GO:0010468: regulation of gene expression	04712: Circadian rhythm - plant
267048_at			2	14440648	AT2G34200	817981	17432890	GO:0005794: Golgi apparatus, GO:0008270: zinc ion binding, GO:0016020: membrane	
248552_at	CP31B	Encodes a RNA binding protein.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase).  Supports editing of specific CP31A-dependent sites.	5	-20452487	AT5G50250	835090	14576160, 17511964, 17450127, 19297624	GO:0000023: maltose metabolic process, GO:0003723: RNA binding, GO:0006098: pentose-phosphate shunt, GO:0008266: poly(U) RNA binding, GO:0009409: response to cold, GO:0009451: RNA modification, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009570: chloroplast stroma, GO:0009697: salicylic acid biosynthetic process, GO:0009814: defense response, incompatible interaction, GO:0009941: chloroplast envelope, GO:0010027: thylakoid membrane organization, GO:0019252: starch biosynthetic process, GO:0019288: isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway, GO:0019684: photosynthesis, light reaction, GO:0042742: defense response to bacterium, GO:0045087: innate immune response	
266237_at	ATRPAC14, ATRPC14, RPC14	RNA polymerase I(A) and III(C) 14 kDa subunit, RNA polymerase I(A) and III(C) 14 kDa subunit, RNA polymerase I(A) and III(C) 14 kDa subunit	2, 2, 2	12642571, 12642521, 12643242	AT2G29540	817503	8682305, 15695462, 17560376, 18650403	GO:0003677: DNA binding, GO:0003899: DNA-directed 5'-3' RNA polymerase activity, GO:0005634: nucleus, GO:0005666: RNA polymerase III complex, GO:0005666: RNA polymerase III complex, GO:0009304: tRNA transcription	00230: Purine metabolism, 00240: Pyrimidine metabolism, 01100: Metabolic pathways, 03020: RNA polymerase
254819_at			4	-7414150	AT4G12500	826862	14576160, 15824099, 15908439, 17194768, 17149585, 17665211, 17786468, 18783601	GO:0005576: extracellular region, GO:0006869: lipid transport, GO:0008289: lipid binding	
251827_at	A11, AtCHI, CFI, CHI, TT5	Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems., Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems., Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems., Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems., Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems.	3, 3, 3, 3, 3	-20430114	AT3G55120	824678	11489181, 15817473, 16384906, 17646716, 18650403, 19129166, 20085894, 20118269, 20351290, 21104608, 21427279, 21466600, 22622584, 22947320, 23216753, 23360095	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005783: endoplasmic reticulum, GO:0009411: response to UV, GO:0009507: chloroplast, GO:0009705: plant-type vacuole membrane, GO:0009718: anthocyanin-containing compound biosynthetic process, GO:0009733: response to auxin, GO:0009744: response to sucrose, GO:0009813: flavonoid biosynthetic process, GO:0009813: flavonoid biosynthetic process, GO:0010224: response to UV-B, GO:0010224: response to UV-B, GO:0042406: extrinsic component of endoplasmic reticulum membrane, GO:0045430: chalcone isomerase activity, GO:0080167: response to karrikin	00941: Flavonoid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
247089_at	DIM1B		5	26510229, 26510229	AT5G66360	836768	19929881, 20736450	GO:0000154: rRNA modification, GO:0000154: rRNA modification, GO:0000179: rRNA (adenine-N6,N6-)-dimethyltransferase activity, GO:0000179: rRNA (adenine-N6,N6-)-dimethyltransferase activity, GO:0005737: cytoplasm, GO:0005739: mitochondrion, GO:0008649: rRNA methyltransferase activity, GO:0046085: adenosine metabolic process	
267442_at			2	8262750	AT2G19080	816425	14671022, 14730085, 16618929, 17322330, 17981999	GO:0003674: molecular_function, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005739: mitochondrion, GO:0005741: mitochondrial outer membrane, GO:0005743: mitochondrial inner membrane, GO:0006406: mRNA export from nucleus, GO:0006606: protein import into nucleus, GO:0006626: protein targeting to mitochondrion, GO:0006626: protein targeting to mitochondrion, GO:0009536: plastid, GO:0051604: protein maturation	
254016_at	CGA1, GATA22, GNL	Encodes a member of the GATA factor family of zinc finger transcription factors., Encodes a member of the GATA factor family of zinc finger transcription factors., Encodes a member of the GATA factor family of zinc finger transcription factors.	4, 4, 4	13253210	AT4G26150	828721	11118137, 12504119, 15086800, 15084732, 15333754, 15375205, 15695462, 16212609, 16262716, 16648215, 16901781, 17061125, 17217462, 17208962, 17478635, 17587690, 18162594, 18417639, 20844019, 21453984, 22102866, 22811435, 23335616	GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0007623: circadian rhythm, GO:0009416: response to light stimulus, GO:0009735: response to cytokinin, GO:0009740: gibberellic acid mediated signaling pathway, GO:0009910: negative regulation of flower development, GO:0010187: negative regulation of seed germination, GO:0010380: regulation of chlorophyll biosynthetic process, GO:0010468: regulation of gene expression, GO:0044212: transcription regulatory region DNA binding	
263231_at	UGT74E2	Encodes a UDP-glucosyltransferase, UGT74E2,  that acts on IBA (indole-3-butyric acid) and affects auxin homeostasis. The transcript and protein levels of this enzyme are strongly induced by H2O2 and may allow integration of ROS (reactive oxygen species) and auxin signaling. This enzyme can also transfer glycosyl groups to several compounds related to the explosive TNT when this synthetic compound is taken up from the environment.	1	-1703092	AT1G05680	837075	11182895, 12509522, 14551330, 15082927, 15047898, 15516340, 12893885, 15824099, 16262716, 16514558, 17028338, 17233795, 18055587, 18702669, 20351290, 20798329	GO:0008194: UDP-glycosyltransferase activity, GO:0009407: toxin catabolic process, GO:0010016: shoot system morphogenesis, GO:0010583: response to cyclopentenone, GO:0016757: transferase activity, transferring glycosyl groups, GO:0016758: transferase activity, transferring hexosyl groups, GO:0035251: UDP-glucosyltransferase activity, GO:0042631: cellular response to water deprivation, GO:0052638: indole-3-butyrate beta-glucosyltransferase activity, GO:0070301: cellular response to hydrogen peroxide, GO:0071215: cellular response to abscisic acid stimulus, GO:0071475: cellular hyperosmotic salinity response, GO:0080024: indolebutyric acid metabolic process, GO:0080167: response to karrikin	
252629_at			3	16432443	AT3G44970	823632	16813576, 18055584, 22487254	GO:0019825: oxygen binding	
260272_at			1	30290325, 30290454, 30290363	AT1G80570	844396	11077244, 11019805, 20226671	GO:0004842: ubiquitin-protein transferase activity, GO:0005634: nucleus, GO:0006511: ubiquitin-dependent protein catabolic process	
251647_at			3	21397542	AT3G57770	824946	21477822	GO:0005886: plasma membrane, GO:0016301: kinase activity	
255231_at			4	-2760881	AT4G05460	825896	11077244, 11019805, 12795696, 15937229, 18650403, 18775970	GO:0004842: ubiquitin-protein transferase activity, GO:0005634: nucleus, GO:0006511: ubiquitin-dependent protein catabolic process	
265880_at			2	17621156, 17621157	AT2G42300	818831	11118137, 12679534, 12897250, 14576160, 14600211, 16805732, 18667720	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated	
266578_at			2	10177834	AT2G23910	816923	14568076, 15878986, 16424108, 16829591, 16998091, 17254327, 17419845, 18757557, 18831797, 20351290, 23136168	GO:0005575: cellular_component, GO:0009744: response to sucrose, GO:0009809: lignin biosynthetic process, GO:0009813: flavonoid biosynthetic process, GO:0010224: response to UV-B, GO:0016621: cinnamoyl-CoA reductase activity, GO:0080167: response to karrikin	
264224_at	emb1688		1	-25263804	AT1G67440	843064	14576160, 15266054	GO:0005525: GTP binding, GO:0009507: chloroplast, GO:0009793: embryo development ending in seed dormancy	
245215_at	ATFXG1, FXG1	Encodes a protein with &#945;-fucosidase activity. The activity was assessed on 2'-fucosyl-lactitol. AtFXG1 was able to remove the t-fucosyl residues of XXFG xyloglucan oligosaccharides., Encodes a protein with &#945;-fucosidase activity. The activity was assessed on 2'-fucosyl-lactitol. AtFXG1 was able to remove the t-fucosyl residues of XXFG xyloglucan oligosaccharides.	1, 1	-25431586	AT1G67830	843109	11788770, 18650403, 22080600	GO:0004560: alpha-L-fucosidase activity, GO:0005576: extracellular region, GO:0009505: plant-type cell wall, GO:0019761: glucosinolate biosynthetic process	
245255_at	COP9, CSN8, EMB143, FUS7	Represses photomorphogenesis and induces skotomorphogenesis in the dark. A component of the COP9 signalosome complex., Represses photomorphogenesis and induces skotomorphogenesis in the dark. A component of the COP9 signalosome complex., Represses photomorphogenesis and induces skotomorphogenesis in the dark. A component of the COP9 signalosome complex., Represses photomorphogenesis and induces skotomorphogenesis in the dark. A component of the COP9 signalosome complex.	4, 4, 4, 4	-8132886	AT4G14110	827049	10972886, 10721695, 10691130, 10607571, 10531038, 10521526, 10330469, 10203806, 10201077, 10191102, 9878390, 9849901, 9811788, 9723217, 9707402, 8953769, 8953766, 8689678, 8033203, 8038603, 1467650, 11019806, 11567875, 11706180, 11701877, 11684663, 11742986, 11854419, 11877375, 11029466, 11179422, 11337587, 12271066, 12225670, 12223399, 12368504, 12538522, 9741626, 12615944, 12615933, 12724534, 12161644, 14570571, 14636993, 15144378, 15994909, 15923347, 16310364, 16275351, 16844902, 17307927, 18067529, 18467458, 18650403, 18854373, 19175768, 19305390, 18231596, 19704582, 20036030, 20083325, 21614643, 22576848, 23335938, 23319550	GO:0000338: protein deneddylation, GO:0004222: metalloendopeptidase activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0006626: protein targeting to mitochondrion, GO:0008180: COP9 signalosome, GO:0008180: COP9 signalosome, GO:0009416: response to light stimulus, GO:0009640: photomorphogenesis, GO:0009640: photomorphogenesis, GO:0009753: response to jasmonic acid, GO:0010387: COP9 signalosome assembly	
257759_at	ATCFM3A, CFM3A	Encodes a CRM domain protein CFM3a, involved in group IIB intron splicing in chloroplasts., Encodes a CRM domain protein CFM3a, involved in group IIB intron splicing in chloroplasts.	3, 3	8203469	AT3G23070	821881	18650403, 18799595	GO:0000373: Group II intron splicing, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0048316: seed development	
249835_s_at								GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
260293_at	TRM12		1	-23607422, -23607422, -23607422	AT1G63670	842671	15908600, 22286137	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
247529_at			5	-24739026, -24739358	AT5G61520	836273	12970485, 12953064, 15111722, 15565288, 16635983, 16684236, 18502977, 18650403	GO:0005351: carbohydrate:proton symporter activity, GO:0015144: carbohydrate transmembrane transporter activity, GO:0016020: membrane	
258860_at	ATKT4, ATKUP3, KUP3	potassium transporter KUP3p (KUP3), potassium transporter KUP3p (KUP3), potassium transporter KUP3p (KUP3)	3, 3, 3	350616	AT3G02050	821063	9477571, 12805593, 14988478, 16998091, 18502977	GO:0006813: potassium ion transport, GO:0009507: chloroplast, GO:0015079: potassium ion transmembrane transporter activity, GO:0016036: cellular response to phosphate starvation, GO:0019375: galactolipid biosynthetic process, GO:0019761: glucosinolate biosynthetic process	
256343_at			1	27123567	AT1G72090	843540	15295017, 15695462, 16618929, 17432890	GO:0005737: cytoplasm, GO:0005783: endoplasmic reticulum, GO:0016020: membrane	
248329_at			5	-21390873	AT5G52780	835355	15322131, 20923938	GO:0003674: molecular_function, GO:0006098: pentose-phosphate shunt, GO:0008150: biological_process, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009535: chloroplast thylakoid membrane, GO:0010155: regulation of proton transport, GO:0010207: photosystem II assembly, GO:0046777: protein autophosphorylation	
267461_at	AtDRM2, DRM2		2, 2	-14309484, -14309484	AT2G33830	817950	12093376, 12609038, 12773641, 14535883, 14730065, 15047898, 15144383, 15208337, 15165189, 15310832, 15377757, 15634197, 15965024, 15908603, 15908439, 16159328, 16317577, 16307366, 16299182, 16330523, 16403842, 16489130, 16463051, 17208187, 17497164, 17605754, 17937930, 18231654, 18218973, 18307990, 18252252, 18408043, 18671872, 18650403, 18805951, 19291320	GO:0005634: nucleus	
252410_at	ATNOA1, ATNOS1, NOA1, NOS1, RIF1	Encodes a protein with similarity to the bacterial YqeH GTPase required for proper ribosome assembly. In Arabidopsis, mutant analyses show that this protein regulates growth and hormonal signaling in plants. It also attenuates oxidative stress and reactive oxygen species (ROS). It also seems to be involved in regulating leaf senescence and cell death. This gene product is also involved in nitric oxide biosynthesis in response to ABA but not exogenous H2O2. This protein also appears to be required for proper plastid biogenesis. Levels of several plastid-localized proteins, including RBCL, ClpP1, and the MEP biosynthesis enzymes DXS and DXR are altered in rif1-1 mutants. This protein was originally characterized as a mitrochondrial-localized nitric oxide synthase, but, the synthase activity was later disproven. In addition, new studies with GFP fusion proteins and chloroplast import assays suggest that this protein is found in chloroplasts., Encodes a protein with similarity to the bacterial YqeH GTPase required for proper ribosome assembly. In Arabidopsis, mutant analyses show that this protein regulates growth and hormonal signaling in plants. It also attenuates oxidative stress and reactive oxygen species (ROS). It also seems to be involved in regulating leaf senescence and cell death. This gene product is also involved in nitric oxide biosynthesis in response to ABA but not exogenous H2O2. This protein also appears to be required for proper plastid biogenesis. Levels of several plastid-localized proteins, including RBCL, ClpP1, and the MEP biosynthesis enzymes DXS and DXR are altered in rif1-1 mutants. This protein was originally characterized as a mitrochondrial-localized nitric oxide synthase, but, the synthase activity was later disproven. In addition, new studies with GFP fusion proteins and chloroplast import assays suggest that this protein is found in chloroplasts., Encodes a protein with similarity to the bacterial YqeH GTPase required for proper ribosome assembly. In Arabidopsis, mutant analyses show that this protein regulates growth and hormonal signaling in plants. It also attenuates oxidative stress and reactive oxygen species (ROS). It also seems to be involved in regulating leaf senescence and cell death. This gene product is also involved in nitric oxide biosynthesis in response to ABA but not exogenous H2O2. This protein also appears to be required for proper plastid biogenesis. Levels of several plastid-localized proteins, including RBCL, ClpP1, and the MEP biosynthesis enzymes DXS and DXR are altered in rif1-1 mutants. This protein was originally characterized as a mitrochondrial-localized nitric oxide synthase, but, the synthase activity was later disproven. In addition, new studies with GFP fusion proteins and chloroplast import assays suggest that this protein is found in chloroplasts., Encodes a protein with similarity to the bacterial YqeH GTPase required for proper ribosome assembly. In Arabidopsis, mutant analyses show that this protein regulates growth and hormonal signaling in plants. It also attenuates oxidative stress and reactive oxygen species (ROS). It also seems to be involved in regulating leaf senescence and cell death. This gene product is also involved in nitric oxide biosynthesis in response to ABA but not exogenous H2O2. This protein also appears to be required for proper plastid biogenesis. Levels of several plastid-localized proteins, including RBCL, ClpP1, and the MEP biosynthesis enzymes DXS and DXR are altered in rif1-1 mutants. This protein was originally characterized as a mitrochondrial-localized nitric oxide synthase, but, the synthase activity was later disproven. In addition, new studies with GFP fusion proteins and chloroplast import assays suggest that this protein is found in chloroplasts., Encodes a protein with similarity to the bacterial YqeH GTPase required for proper ribosome assembly. In Arabidopsis, mutant analyses show that this protein regulates growth and hormonal signaling in plants. It also attenuates oxidative stress and reactive oxygen species (ROS). It also seems to be involved in regulating leaf senescence and cell death. This gene product is also involved in nitric oxide biosynthesis in response to ABA but not exogenous H2O2. This protein also appears to be required for proper plastid biogenesis. Levels of several plastid-localized proteins, including RBCL, ClpP1, and the MEP biosynthesis enzymes DXS and DXR are altered in rif1-1 mutants. This protein was originally characterized as a mitrochondrial-localized nitric oxide synthase, but, the synthase activity was later disproven. In addition, new studies with GFP fusion proteins and chloroplast import assays suggest that this protein is found in chloroplasts.	3, 3, 3, 3, 3	-17483068, -17483068	AT3G47450	823899	14526079, 16367958, 17351048, 18469163, 18650403, 18801746, 19103604, 19054359, 19168714, 19168643, 19321706, 18304455, 18359297, 19521473, 19710235, 19825574, 19825539, 20007448, 20456051, 20576787, 20657186, 20633693, 20699398, 20685967, 21392840, 21689173, 21940718, 22449975, 22492810, 22765302, 22971939, 23239827	GO:0003924: GTPase activity, GO:0005525: GTP binding, GO:0005739: mitochondrion, GO:0006364: rRNA processing, GO:0006399: tRNA metabolic process, GO:0006655: phosphatidylglycerol biosynthetic process, GO:0006809: nitric oxide biosynthetic process, GO:0006897: endocytosis, GO:0006979: response to oxidative stress, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009651: response to salt stress, GO:0009657: plastid organization, GO:0009658: chloroplast organization, GO:0009793: embryo development ending in seed dormancy, GO:0009902: chloroplast relocation, GO:0009965: leaf morphogenesis, GO:0010027: thylakoid membrane organization, GO:0010027: thylakoid membrane organization, GO:0010193: response to ozone, GO:0010228: vegetative to reproductive phase transition of meristem, GO:0010322: regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway, GO:0016226: iron-sulfur cluster assembly, GO:0019288: isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway, GO:0030154: cell differentiation, GO:0034660: ncRNA metabolic process, GO:0042793: plastid transcription, GO:0045893: positive regulation of transcription, DNA-templated, GO:0048366: leaf development, GO:0048481: plant ovule development, GO:0051246: regulation of protein metabolic process	00330: Arginine and proline metabolism, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites, 04626: Plant-pathogen interaction
247678_at	AtZIP2, ZIP2	encodes a metal ion transporter whose expression is regulated by copper., encodes a metal ion transporter whose expression is regulated by copper.	5, 5	-23991253	AT5G59520	836071	10748254, 9618566, 11500563, 12374293, 13129917, 14690510, 14756312, 15060130, 15047898, 15713015, 16286448, 16998091, 17404382, 18258690, 18631293, 19884248, 20181752, 20117084, 23264639	GO:0000041: transition metal ion transport, GO:0005375: copper ion transmembrane transporter activity, GO:0005385: zinc ion transmembrane transporter activity, GO:0005385: zinc ion transmembrane transporter activity, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006826: iron ion transport, GO:0006829: zinc ion transport, GO:0006829: zinc ion transport, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0015706: nitrate transport, GO:0016757: transferase activity, transferring glycosyl groups	
262780_at	CYP71B28	putative cytochrome P450	1	4461806	AT1G13090	837866	12535341, 14690510, 16258012, 18650403	GO:0019825: oxygen binding	00903: Limonene and pinene degradation, 00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
256150_at	AtcwINV3, ATFRUCT5, FRUCT5	Encodes a protein with fructan exohydrolase (FEH) activity acting on levan-type fructans (6-FEH, levanase). The enzyme does not have invertase activity., Encodes a protein with fructan exohydrolase (FEH) activity acting on levan-type fructans (6-FEH, levanase). The enzyme does not have invertase activity., Encodes a protein with fructan exohydrolase (FEH) activity acting on levan-type fructans (6-FEH, levanase). The enzyme does not have invertase activity.	1, 1, 1	20566598, 20566598, 20566030	AT1G55120	841955	14871666, 15539469, 15703057, 16941220, 16916443, 20226671	GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds, GO:0005576: extracellular region, GO:0005773: vacuole, GO:0031219: levanase activity	
250854_at			5	-1356990	AT5G04710	830349	14576160	GO:0005773: vacuole, GO:0006508: proteolysis, GO:0009507: chloroplast, GO:0009570: chloroplast stroma	
258396_at			3	-5214084	AT3G15460	820785	16673935, 17098848, 18775970	GO:0001510: RNA methylation, GO:0005634: nucleus, GO:0009220: pyrimidine ribonucleotide biosynthetic process	
249291_at	ATGSTT1, GST10, GSTT1	Encodes glutathione transferase belonging to the theta class of GSTs. Naming convention according to Wagner et al. (2002)., Encodes glutathione transferase belonging to the theta class of GSTs. Naming convention according to Wagner et al. (2002)., Encodes glutathione transferase belonging to the theta class of GSTs. Naming convention according to Wagner et al. (2002).	5, 5, 5	-16492320	AT5G41210	834123	12090627, 14701923, 15159623, 15333753, 17951448, 18650403, 18805951, 19174456, 20736450	GO:0004364: glutathione transferase activity, GO:0005737: cytoplasm, GO:0005777: peroxisome, GO:0009407: toxin catabolic process, GO:0009407: toxin catabolic process, GO:0010583: response to cyclopentenone	
261561_at			1	270956	AT1G01730	839260	14576160, 16911220, 18650403	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
246303_at			3	19243950	AT3G51870	824350	15003237, 16478044, 18650403, 18775970	GO:0005215: transporter activity, GO:0005739: mitochondrion, GO:0005743: mitochondrial inner membrane, GO:0006810: transport, GO:0009507: chloroplast, GO:0009624: response to nematode, GO:0009941: chloroplast envelope	
250203_at			5	4508496, 4508496, 4508496	AT5G13980	831246	12773619, 15215502, 15763661, 15593128, 15539469, 16377752, 16460512, 18650403	GO:0004559: alpha-mannosidase activity, GO:0005576: extracellular region, GO:0005618: cell wall, GO:0005773: vacuole, GO:0005774: vacuolar membrane, GO:0007020: microtubule nucleation, GO:0009505: plant-type cell wall, GO:0019344: cysteine biosynthetic process, GO:0048046: apoplast	
248283_at	PKP-BETA1, PKP1, PKP2	encodes a dominant chloroplast pyruvate kinase beta subunit. Important for seed oil biosynthesis. Ubiquitously expressed, with significantly increased expression in maturing seeds. The mutant plant has wrinkled seeds, with a 50-70% reduction in seed fatty acid content., encodes a dominant chloroplast pyruvate kinase beta subunit. Important for seed oil biosynthesis. Ubiquitously expressed, with significantly increased expression in maturing seeds. The mutant plant has wrinkled seeds, with a 50-70% reduction in seed fatty acid content., encodes a dominant chloroplast pyruvate kinase beta subunit. Important for seed oil biosynthesis. Ubiquitously expressed, with significantly increased expression in maturing seeds. The mutant plant has wrinkled seeds, with a 50-70% reduction in seed fatty acid content.	5, 5, 5	21463538	AT5G52920	835369	12084821, 12626114, 12609051, 12953116, 14576160, 14682612, 16502469, 16553896, 16632590, 16916443, 17355434, 17419836, 17557808, 17892448, 18650403, 18616834, 18689444, 19755540, 19719479, 20118269	GO:0000287: magnesium ion binding, GO:0004743: pyruvate kinase activity, GO:0004743: pyruvate kinase activity, GO:0005739: mitochondrion, GO:0006096: glycolytic process, GO:0006629: lipid metabolic process, GO:0006633: fatty acid biosynthetic process, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009570: chloroplast stroma, GO:0010431: seed maturation, GO:0030955: potassium ion binding, GO:0046686: response to cadmium ion, GO:0048316: seed development	00010: Glycolysis / Gluconeogenesis, 00230: Purine metabolism, 00620: Pyruvate metabolism, 00710: Carbon fixation in photosynthetic organisms, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
249127_at	ARP9, ATARP9	encodes a protein whose sequence is similar to actin-related proteins (ARPs) in other organisms. Member of nuclear ARP family of genes., encodes a protein whose sequence is similar to actin-related proteins (ARPs) in other organisms. Member of nuclear ARP family of genes.	5, 5	17469675, 17469947	AT5G43500	834370	11891255, 15063870, 16481336, 16792696, 18650403	GO:0005737: cytoplasm, GO:0010228: vegetative to reproductive phase transition of meristem	
257237_at			3	5008742, 5008742	AT3G14890	820718	11948185, 12837951, 14576160, 15937229, 16126853, 18775970	GO:0003824: catalytic activity, GO:0005634: nucleus, GO:0006261: DNA-dependent DNA replication	
261068_at			1	-2287926	AT1G07450	837257	15082927	GO:0016491: oxidoreductase activity	00960: Tropane, piperidine and pyridine alkaloid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
