Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
252395_at	AHA4, HA4	mutant has Slight reduction in root and shoot growth; Exaggerated defects in salt stress; Plasma Membrane H+ ATPase, mutant has Slight reduction in root and shoot growth; Exaggerated defects in salt stress; Plasma Membrane H+ ATPase	3, 3	17692702	AT3G47950	823950	11532165, 11337417, 11402198, 14506206, 15618420, 15937229, 15821287, 16626450, 16618929, 17397506, 17586839, 18596930, 22174420, 22589469, 22995285	GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0007059: chromosome segregation, GO:0007062: sister chromatid cohesion, GO:0007129: synapsis, GO:0007131: reciprocal meiotic recombination, GO:0008553: proton-exporting ATPase activity, phosphorylative mechanism, GO:0009651: response to salt stress, GO:0010089: xylem development, GO:0016887: ATPase activity, GO:0033044: regulation of chromosome organization, GO:0042138: meiotic DNA double-strand break formation, GO:0044036: cell wall macromolecule metabolic process, GO:0045132: meiotic chromosome segregation	00190: Oxidative phosphorylation
249147_at	c-NAD-MDH2		5	17390433	AT5G43330	834351	14595688, 14682612, 15276449, 15799777, 15998247, 16247729, 16242667, 16972165, 17551672, 18650403, 18811951, 18775970, 20118269, 20876337, 21798377, 22104211	GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0009506: plasmodesma, GO:0016615: malate dehydrogenase activity, GO:0048046: apoplast	00020: Citrate cycle (TCA cycle), 00620: Pyruvate metabolism, 00630: Glyoxylate and dicarboxylate metabolism, 00710: Carbon fixation in photosynthetic organisms, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
263490_at	MAX2, ORE9, PPS	The mutations at  MAX2 cause increased hypocotyl and petiole elongation in  light-grown seedlings. Positional cloning identifies MAX2  as a member of the F-box leucine-rich repeat family of  proteins. MAX2 is identical to ORE9, a proposed regulator  of leaf senescence. Involved in positive regulation of light responses., The mutations at  MAX2 cause increased hypocotyl and petiole elongation in  light-grown seedlings. Positional cloning identifies MAX2  as a member of the F-box leucine-rich repeat family of  proteins. MAX2 is identical to ORE9, a proposed regulator  of leaf senescence. Involved in positive regulation of light responses., The mutations at  MAX2 cause increased hypocotyl and petiole elongation in  light-grown seedlings. Positional cloning identifies MAX2  as a member of the F-box leucine-rich repeat family of  proteins. MAX2 is identical to ORE9, a proposed regulator  of leaf senescence. Involved in positive regulation of light responses.	2, 2, 2	17756140	AT2G42620	818862	9351240, 11874909, 11487692, 15659436, 15737939, 16546078, 16980559, 17346265, 17435248, 17895586, 17951458, 19897913, 20154098, 20667910, 19843258, 21119045, 21307387, 21555559, 22019642, 22195591, 22357928, 22827937, 22916167, 23142794, 23204501	GO:0000151: ubiquitin ligase complex, GO:0004842: ubiquitin-protein transferase activity, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006511: ubiquitin-dependent protein catabolic process, GO:0007568: aging, GO:0009414: response to water deprivation, GO:0009416: response to light stimulus, GO:0009616: virus induced gene silencing, GO:0009926: auxin polar transport, GO:0009934: regulation of meristem structural organization, GO:0010016: shoot system morphogenesis, GO:0010050: vegetative phase change, GO:0010187: negative regulation of seed germination, GO:0016567: protein ubiquitination, GO:0019005: SCF ubiquitin ligase complex, GO:0042335: cuticle development, GO:1902584: positive regulation of response to water deprivation	
257814_at	AtFaTA, FaTA	Encodes a FatA acyl-ACP thioesterase, Encodes a FatA acyl-ACP thioesterase	3, 3	-9146271	AT3G25110	822102	12368493, 12671095, 12777046, 14576160, 14671017, 15047898, 15596101, 17072561, 20135119, 22002626, 22312320	GO:0000036: acyl carrier activity, GO:0006633: fatty acid biosynthetic process, GO:0006633: fatty acid biosynthetic process, GO:0009507: chloroplast, GO:0016297: acyl-[acyl-carrier-protein] hydrolase activity	00061: Fatty acid biosynthesis
263594_at	ATPAP7, PAP7		2, 2	-391423	AT2G01880	814719	12021284, 14701923, 15047898, 15333753, 15634198, 15695462, 15539473, 16244908, 17061125, 17637675, 20226671	GO:0003993: acid phosphatase activity, GO:0004722: protein serine/threonine phosphatase activity, GO:0005576: extracellular region	
262373_at			1	-27497186	AT1G73120	843643	14576160, 15086809, 15082927, 15539473, 16648215, 16998091, 18614705, 18702669	GO:0003674: molecular_function, GO:0006979: response to oxidative stress, GO:0046685: response to arsenic-containing substance	
245703_at			5	1234883	AT5G04380	830317	14617060, 15565108, 16502469	GO:0005575: cellular_component, GO:0046686: response to cadmium ion	
267168_at	AKR4C9, ChlAKR		2, 2	15834883, 15834867	AT2G37770	818354	12535341, 12609051, 15235117, 15584951, 15824099, 16262716, 16648215, 16941220, 18650403, 18783601, 19616008, 21169366	GO:0004033: aldo-keto reductase (NADP) activity, GO:0005737: cytoplasm, GO:0008106: alcohol dehydrogenase (NADP+) activity, GO:0009409: response to cold, GO:0009414: response to water deprivation, GO:0009507: chloroplast, GO:0009651: response to salt stress, GO:0016229: steroid dehydrogenase activity, GO:0055114: oxidation-reduction process, GO:0070401: NADP+ binding	
264814_at	ASHR1, SDG37	Homology Subgroup S-ET - Protein containing an interrupted SET domain., Homology Subgroup S-ET - Protein containing an interrupted SET domain.	2, 2	-7773328	AT2G17900	816300	12805620, 15937229, 16489130, 17409064, 22023111	GO:0005634: nucleus, GO:0008150: biological_process	
251078_at			5	-377231	AT5G01990	830729	12446138, 16673935, 17217541, 18667720, 23091477	GO:0009672: auxin:proton symporter activity, GO:0009926: auxin polar transport	
255644_at			4	-362169	AT4G00870	827990	11118137, 12679534, 12897250, 14576160, 14600211, 15010618, 21889054	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated	
265366_at			2	5511562, 5511596	AT2G13290	815815	18775970	GO:0005794: Golgi apparatus, GO:0008375: acetylglucosaminyltransferase activity, GO:0016757: transferase activity, transferring glycosyl groups	00510: N-Glycan biosynthesis, 01100: Metabolic pathways
255590_at			4	694695, 694695	AT4G01610	826792	12093376, 14617064, 15539469, 17142483, 17337630, 17885809, 17828791, 18650403, 18796151, 19453434	GO:0000902: cell morphogenesis, GO:0005576: extracellular region, GO:0005773: vacuole, GO:0005829: cytosol, GO:0006508: proteolysis, GO:0006635: fatty acid beta-oxidation, GO:0008234: cysteine-type peptidase activity, GO:0010162: seed dormancy process, GO:0016049: cell growth, GO:0048193: Golgi vesicle transport	
254878_at	AT-HSFB2B, HSF7, HSFB2B	member of Heat Stress Transcription Factor (Hsf) family, member of Heat Stress Transcription Factor (Hsf) family, member of Heat Stress Transcription Factor (Hsf) family	4, 4, 4	7042630	AT4G11660	826771	11118137, 14655047, 16183842, 17085506, 17722694, 18783601, 19529832, 19945192, 21908690, 22571635	GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0009408: response to heat, GO:0009644: response to high light intensity, GO:0010200: response to chitin, GO:0042542: response to hydrogen peroxide, GO:0045892: negative regulation of transcription, DNA-templated	
247194_at	CCI1		5	26176021	AT5G65480	836673	14576160, 15272873, 18775970	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process, GO:0015996: chlorophyll catabolic process	
265615_at		encodes a protein whose sequence is similar to ACC oxidase	2	-10829916	AT2G25450	817083	7579161, 14500793, 14617064, 14730065, 15235117, 15319476, 16204207, 16489130, 16630346, 17587374, 18441225, 18945935, 20736450, 22487254	GO:0005737: cytoplasm, GO:0009506: plasmodesma, GO:0009815: 1-aminocyclopropane-1-carboxylate oxidase activity, GO:0010439: regulation of glucosinolate biosynthetic process, GO:0019761: glucosinolate biosynthetic process	
267181_at	AKR4C8		2	15831862, 15831854, 15831854, 15831854, 15831862	AT2G37760	818353	14722088, 15010611, 15319476, 15341629, 15824099, 16502469, 16766691, 18650403, 18775970, 19616008	GO:0004033: aldo-keto reductase (NADP) activity, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0009409: response to cold, GO:0009414: response to water deprivation, GO:0009651: response to salt stress, GO:0016229: steroid dehydrogenase activity, GO:0046482: para-aminobenzoic acid metabolic process, GO:0046686: response to cadmium ion, GO:0055114: oxidation-reduction process, GO:0070401: NADP+ binding	
265460_at			2	19136019	AT2G46600	819272	12372144, 14688294, 15010611, 15489280, 15772289, 17408486, 17885809, 18650403, 18775970, 19626137	GO:0005509: calcium ion binding, GO:0005509: calcium ion binding, GO:0005515: protein binding, GO:0005634: nucleus, GO:0010091: trichome branching, GO:0042744: hydrogen peroxide catabolic process	
255832_at			2	14139798, 14139982	AT2G33360	817899	14760709	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005773: vacuole, GO:0008150: biological_process	
258385_at	ANAC056, ATNAC2, NAC2, NARS1	Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2., Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2., Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2., Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2.	3, 3, 3, 3	5243510	AT3G15510	820790	11118137, 11245578, 14605227, 15029955, 16055634, 16442528, 16805732, 18849494, 19608714, 20113437, 22037706, 22733493	GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0007275: multicellular organism development	
265214_at	AtPFA-DSP1, PFA-DSP1		1, 1	1425593, 1425601	AT1G05000	839348	12068129, 17085508, 18156295, 18650403, 21333657, 21409566	GO:0004721: phosphoprotein phosphatase activity, GO:0005737: cytoplasm, GO:0016791: phosphatase activity, GO:0043407: negative regulation of MAP kinase activity	
264217_at	AtPUB19, PUB19		1, 1	22198403	AT1G60190	842314	12432076, 12481097, 12946625, 14690509, 16920872, 17337630, 19014467, 20736450, 21502661, 21815976, 22829319	GO:0005634: nucleus, GO:0010029: regulation of seed germination	
258091_at			3	4889072	AT3G14560	820682	17227549, 20736450	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
263988_at	AGL5, SHP2	AGAMOUS [AG]-like MADS box protein (AGL5) involved in fruit development (valve margin and dehiscence zone differentiation). A putative direct target of AG. SHP2 has been shown to be a downstream gene of the complex formed by AG and SEP proteins (SEP4 alone does not form a functional complex with AG)., AGAMOUS [AG]-like MADS box protein (AGL5) involved in fruit development (valve margin and dehiscence zone differentiation). A putative direct target of AG. SHP2 has been shown to be a downstream gene of the complex formed by AG and SEP proteins (SEP4 alone does not form a functional complex with AG).	2, 2	17820255, 17820255	AT2G42830	818883	10908873, 10783890, 7647563, 1672119, 11118137, 12837945, 14555696, 15371526, 16111944, 16515858, 17693535, 18657234, 18317776, 19900437, 19880793, 20581305, 20736450, 20041269, 21282328, 21533201, 23173897	GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0010093: specification of floral organ identity, GO:0048440: carpel development, GO:0048440: carpel development, GO:0048441: petal development, GO:0048443: stamen development, GO:0048481: plant ovule development, GO:0048481: plant ovule development	
258811_at			3	1033768	AT3G03990	819554	18650403	GO:0003824: catalytic activity, GO:0005737: cytoplasm, GO:0009611: response to wounding, GO:0009805: coumarin biosynthetic process, GO:0015824: proline transport	
260841_at			1	-10202536	AT1G29195	839794		GO:0003674: molecular_function, GO:0008150: biological_process, GO:0009507: chloroplast	
254153_at	ATGWD2, GWD3, PWD		4, 4, 4	12635426	AT4G24450	828547	15347792, 15341629, 15637061, 15686522, 15749471, 15862090, 19275898	GO:0009507: chloroplast, GO:0009941: chloroplast envelope	
258880_at	ATG8H		3	-1954990	AT3G06420	819816	15235117, 15310832, 15494556, 16040659, 16354162, 18053238, 18650403, 18775970, 20736450, 21867679, 22580699	GO:0005634: nucleus, GO:0006914: autophagy, GO:0008017: microtubule binding, GO:0046482: para-aminobenzoic acid metabolic process	
263179_at			1	1716022, 1714950, 1714950, 1715780, 1714950	AT1G05710	837078	12679534, 14600211, 15194820, 17194768, 17227549, 17587374, 18192438, 18650403	GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0009723: response to ethylene	
249376_at			5	-16280283	AT5G40645	834064	15563621, 16648215, 18775970	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0010167: response to nitrate	
248236_at	AtENODL1, ENODL1		5, 5	-21869864	AT5G53870	835468	12068095, 12177459, 12805595, 12805588, 15047901, 16299181, 16500996, 17293437, 18441212, 19897921, 20226671	GO:0005507: copper ion binding, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0031225: anchored component of membrane	
255941_at	ATTIM17-1, TIM17-1	mitochondrial inner membrane translocase, mitochondrial inner membrane translocase	1, 1	7043713	AT1G20350	838623	12692332, 14730085, 14769929, 15722347, 16607029, 16766691, 16941219, 17227549, 18650403	GO:0005739: mitochondrion, GO:0005744: TIM23 mitochondrial import inner membrane translocase complex, GO:0005744: TIM23 mitochondrial import inner membrane translocase complex, GO:0009693: ethylene biosynthetic process, GO:0015031: protein transport, GO:0015450: P-P-bond-hydrolysis-driven protein transmembrane transporter activity	
249784_at	GMI1		5	-8251378	AT5G24280	832495	16024587, 17227549, 18650403, 21481027	GO:0000724: double-strand break repair via homologous recombination, GO:0005634: nucleus, GO:0006302: double-strand break repair, GO:0010332: response to gamma radiation	
257946_at			3	7648342, 7648359	AT3G21710	821725	15272873, 15834137, 18650403	GO:0000041: transition metal ion transport, GO:0003674: molecular_function, GO:0005634: nucleus, GO:0006826: iron ion transport, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0010413: glucuronoxylan metabolic process, GO:0015706: nitrate transport, GO:0045492: xylan biosynthetic process	
256255_at		Putative transcription factors interacting with the gene product of VHA-B1 (vacuolar ATPase subunit B1; as shown through yeast two-hybrid assay).	3	-3533255, -3533255	AT3G11280	820299	11118137, 14623097, 15310832, 16307367, 16463103, 16920880, 17081979, 17933900, 21478445	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0009739: response to gibberellin, GO:0009751: response to salicylic acid, GO:0019344: cysteine biosynthetic process	
255521_at	ATSUS3, SUS3	Encodes a protein with sucrose synthase activity (SUS3). It appears to be important for sucrose metabolism in developing seeds, especially during the late maturation phase, about 18 days after flowering., Encodes a protein with sucrose synthase activity (SUS3). It appears to be important for sucrose metabolism in developing seeds, especially during the late maturation phase, about 18 days after flowering.	4, 4	994927	AT4G02280	828081	14576160, 14739263, 15194820, 15247402, 15235117, 16307366, 16500996, 16553903, 16553896, 16673935, 16798941, 16998091, 17257168, 17565971, 18441212, 18635527, 19470642, 20559653, 22184213, 22228409, 22751299, 22899048, 23148892	GO:0001666: response to hypoxia, GO:0005982: starch metabolic process, GO:0005985: sucrose metabolic process, GO:0005986: sucrose biosynthetic process, GO:0008194: UDP-glycosyltransferase activity, GO:0009414: response to water deprivation, GO:0009507: chloroplast, GO:0010431: seed maturation, GO:0010555: response to mannitol, GO:0016157: sucrose synthase activity, GO:0016157: sucrose synthase activity, GO:0016757: transferase activity, transferring glycosyl groups, GO:0019375: galactolipid biosynthetic process	00500: Starch and sucrose metabolism, 01100: Metabolic pathways
247800_at			5	-23672695	AT5G58570	835970	18650403	GO:0005739: mitochondrion, GO:0008150: biological_process	
265118_at			1	23199718	AT1G62660	842563	12953064, 14871666, 15056893, 15052571, 15272873, 15539469, 15860015, 16262714, 16489130, 16481625, 16463051, 16553894, 16807755, 16916443, 16980540, 17172353, 18650403	GO:0000325: plant-type vacuole, GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds, GO:0005773: vacuole, GO:0006598: polyamine catabolic process, GO:0006816: calcium ion transport, GO:0006826: iron ion transport, GO:0007030: Golgi organization, GO:0009611: response to wounding, GO:0009617: response to bacterium, GO:0009651: response to salt stress, GO:0009698: phenylpropanoid metabolic process, GO:0009805: coumarin biosynthetic process, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0015706: nitrate transport, GO:0016132: brassinosteroid biosynthetic process, GO:0042398: cellular modified amino acid biosynthetic process, GO:0071370: cellular response to gibberellin stimulus	00052: Galactose metabolism, 00500: Starch and sucrose metabolism, 01100: Metabolic pathways
253519_at	AtNRX2, NRX2		4, 4	-15176455, -15176455	AT4G31240	829251	17031546, 17085508, 17873090	GO:0005634: nucleus, GO:0016036: cellular response to phosphate starvation, GO:0019375: galactolipid biosynthetic process, GO:0045892: negative regulation of transcription, DNA-templated	
267628_at	AKS3, FBH4		2, 2	-17611185, -17611283	AT2G42280	818829	11118137, 12679534, 12897250, 14600211, 17056621, 18230142, 22334645	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0046685: response to arsenic-containing substance, GO:0048573: photoperiodism, flowering	
264652_at	ESL1	Encodes ESL1, a transporter for monosaccharides.	1	2867259, 2867259, 2867271	AT1G08920	837413	12481097, 12620340, 15086800, 17408486, 18230142, 18805951, 19901034, 20736450, 23148892	GO:0005351: carbohydrate:proton symporter activity, GO:0005886: plasma membrane, GO:0009414: response to water deprivation, GO:0009651: response to salt stress, GO:0009705: plant-type vacuole membrane, GO:0009737: response to abscisic acid, GO:0015144: carbohydrate transmembrane transporter activity, GO:0015145: monosaccharide transmembrane transporter activity, GO:0015749: monosaccharide transmembrane transport, GO:0016020: membrane	
246018_at			5	3377663, 3377663	AT5G10695	830934	15489280, 16183833, 17122072, 17085506, 17888165, 18252252, 18650403, 18805951, 18775970	GO:0005576: extracellular region, GO:0005739: mitochondrion, GO:0006612: protein targeting to membrane, GO:0008150: biological_process, GO:0010286: heat acclimation, GO:0010363: regulation of plant-type hypersensitive response, GO:0030968: endoplasmic reticulum unfolded protein response, GO:0043069: negative regulation of programmed cell death	
245463_at	AT-EXPR, ATEXLB1, ATEXPR1, ATHEXP, EXLB1, EXPR	Encodes EXLB1 (expansin-like B1), a member of the expansin family., Encodes EXLB1 (expansin-like B1), a member of the expansin family., Encodes EXLB1 (expansin-like B1), a member of the expansin family., Encodes EXLB1 (expansin-like B1), a member of the expansin family., Encodes EXLB1 (expansin-like B1), a member of the expansin family., Encodes EXLB1 (expansin-like B1), a member of the expansin family.	4, 4, 4, 4, 4, 4	-9581586	AT4G17030	827411	11891242, 15047901, 15489280, 16377748, 17497164, 18650403, 18725200, 20687615	GO:0005576: extracellular region, GO:0009826: unidimensional cell growth, GO:0009828: plant-type cell wall loosening	
255587_at	AtPPa5, PPa5	Encodes a protein that might have inorganic pyrophosphatase activity., Encodes a protein that might have inorganic pyrophosphatase activity.	4, 4	626118	AT4G01480	827962	12753585, 15135060, 16247729, 16307366, 18775970	GO:0004427: inorganic diphosphatase activity, GO:0005737: cytoplasm, GO:0006816: calcium ion transport, GO:0007030: Golgi organization, GO:0008152: metabolic process, GO:0009651: response to salt stress, GO:0016020: membrane, GO:0016462: pyrophosphatase activity	00190: Oxidative phosphorylation
265989_at	LRL1	Encodes a basic helix-loop-helix (bHLH) protein that regulates root hair development.  One of the three Arabidopsis homologs of the Lotus japonicus ROOTHAIRLESS1 (LjRHL1) gene: At2g24260 (AtLRL1), At4g30980 (AtLRL2), and At5g58010 (AtLRL3).	2	-10319334	AT2G24260	816961	11118137, 12679534, 12897250, 14600211, 15310832, 19675148, 22253603	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0080147: root hair cell development	
262736_at			1	-10041641, -10041641	AT1G28570	839757	14966217, 16632598, 22487254	GO:0005576: extracellular region, GO:0006612: protein targeting to membrane, GO:0009963: positive regulation of flavonoid biosynthetic process, GO:0010363: regulation of plant-type hypersensitive response, GO:0016298: lipase activity	
262831_at			1	5073105	AT1G14730	838038	15032866	GO:0005739: mitochondrion	
262307_at			1	-26769336	AT1G71000	843439	14576160, 15047901, 21443605	GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0006457: protein folding, GO:0006457: protein folding, GO:0009408: response to heat, GO:0009644: response to high light intensity, GO:0042542: response to hydrogen peroxide	
246212_at	SPT	Encodes a transcription factor of the bHLH protein family. Mutants have abnormal, unfused carpels and reduced seed dormancy.	4	17414127	AT4G36930	829847	10952886, 10225997, 11118137, 11245574, 12361963, 12679534, 16303558, 17855426, 18315540, 18811619, 19911288, 20040585, 20176890, 20822914, 20705468, 21364315, 21499259, 21478445, 21880932, 21990939, 21801252, 22514090, 22851763, 23064323	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0007623: circadian rhythm, GO:0009409: response to cold, GO:0009908: flower development, GO:0010114: response to red light, GO:0010154: fruit development, GO:0010187: negative regulation of seed germination, GO:0048440: carpel development	
249239_at								GO:0004672: protein kinase activity, GO:0004672: protein kinase activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005739: mitochondrion, GO:0005886: plasma membrane, GO:0006468: protein phosphorylation, GO:0006468: protein phosphorylation, GO:0006865: amino acid transport, GO:0006888: ER to Golgi vesicle-mediated transport, GO:0009909: regulation of flower development, GO:0009911: positive regulation of flower development, GO:0010228: vegetative to reproductive phase transition of meristem, GO:0010228: vegetative to reproductive phase transition of meristem, GO:0016301: kinase activity, GO:0016926: protein desumoylation, GO:0043090: amino acid import, GO:0046777: protein autophosphorylation, GO:0048573: photoperiodism, flowering, GO:0050665: hydrogen peroxide biosynthetic process	
255934_at	CYP87A2	encodes a protein with cytochrome P450 domain	1	4342282, 4342282	AT1G12740	837830	16489130, 17061125	GO:0005739: mitochondrion, GO:0006826: iron ion transport, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0015706: nitrate transport, GO:0019825: oxygen binding	
267534_at	OXS2, TZF7		2, 2	17490405	AT2G41900	818790	11118137, 16367961, 16626458, 16928278, 17609218, 18221561, 21829164	GO:0003676: nucleic acid binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0006355: regulation of transcription, DNA-templated, GO:0006355: regulation of transcription, DNA-templated, GO:0006486: protein glycosylation	
261610_at			1	18342554	AT1G49560	841380	11118137, 17182867, 20226671, 20736450	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated	
252927_at	RD19, RD19A	Similar to cysteine proteinases, induced by desiccation but not abscisic acid.  Required for RRS1-R mediated resistance against Ralstonia solanacearum.  Interacts with the R. solanacearum type III effector PopP2.  RD19 associates with PopP2 to form a nuclear complex that is required for activation of the RRS1-Rmediated resistance response., Similar to cysteine proteinases, induced by desiccation but not abscisic acid.  Required for RRS1-R mediated resistance against Ralstonia solanacearum.  Interacts with the R. solanacearum type III effector PopP2.  RD19 associates with PopP2 to form a nuclear complex that is required for activation of the RRS1-Rmediated resistance response.	4, 4	-18215556	AT4G39090	830064	8325504, 11779861, 12102506, 12169696, 12509532, 12598574, 12947053, 14535883, 14617064, 14697270, 16307366, 16630346, 16581873, 16920880, 18650403, 18708476, 18808718, 18805951, 18775970	GO:0004197: cysteine-type endopeptidase activity, GO:0005576: extracellular region, GO:0005634: nucleus, GO:0005773: vacuole, GO:0006096: glycolytic process, GO:0006508: proteolysis, GO:0006833: water transport, GO:0006970: response to osmotic stress, GO:0006972: hyperosmotic response, GO:0007030: Golgi organization, GO:0008234: cysteine-type peptidase activity, GO:0009266: response to temperature stimulus, GO:0009269: response to desiccation, GO:0009414: response to water deprivation, GO:0009651: response to salt stress, GO:0009651: response to salt stress, GO:0042742: defense response to bacterium, GO:0046686: response to cadmium ion	
245385_at			4	-8095215	AT4G14020	827038	14690510, 14973164, 18252252, 18650403	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
247888_at	AtENODL10, ENODL10		5, 5	23453599	AT5G57920	835903	12825697, 19897921	GO:0005507: copper ion binding, GO:0005886: plasma membrane	
259921_at			1	-27314932	AT1G72540	843586	14576160, 16673935, 18650403	GO:0005886: plasma membrane, GO:0016301: kinase activity	
263876_at	ATRAB7A, ATRABG2, RAB7A		2, 2, 2	-9324633, -9324633	AT2G21880	816724	12644670, 12753585, 14973164, 18775970	GO:0005525: GTP binding, GO:0016192: vesicle-mediated transport	
251360_at			3	-22658678	AT3G61210	825293	16400686, 18650403		
267616_at			2	-11343801	AT2G26680	817209	12872006, 14576160	GO:0003674: molecular_function, GO:0005794: Golgi apparatus, GO:0005886: plasma membrane, GO:0008150: biological_process	
257129_at	CYP705A19	member of CYP705A	3	7018995	AT3G20100	821553	18650403	GO:0019825: oxygen binding	
248040_at			5	22667906, 22667235	AT5G55970	835695	14576160, 14756305	GO:0008270: zinc ion binding	
251555_at	AGL1, SHP1	One of two genes (SHP1 and SHP2) that are required for fruit dehiscence. The two genes control dehiscence zone differentiation and promote the lignification of adjacent cells., One of two genes (SHP1 and SHP2) that are required for fruit dehiscence. The two genes control dehiscence zone differentiation and promote the lignification of adjacent cells.	3, 3	21738460, 21738460, 21738460	AT3G58780	825047	10908873, 10783890, 8771788, 8597661, 1672119, 11118137, 12837945, 14555696, 15371526, 16111944, 16515858, 17693535, 19435933, 19900437, 19880793, 20101436, 20581305, 20041269, 21203447, 21533201, 21830108	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0009886: post-embryonic animal morphogenesis, GO:0009909: regulation of flower development, GO:0010047: fruit dehiscence, GO:0048440: carpel development, GO:0048441: petal development, GO:0048443: stamen development, GO:0048481: plant ovule development, GO:0048481: plant ovule development, GO:0048507: meristem development	
265817_at	HIS1-3	encodes a structurally divergent linker histone whose gene expression is induced by dehydration and ABA.	2	7846050, 7845923	AT2G18050	816317	10579484, 9247544, 12102506, 12481097, 12671089, 14973164, 15086800, 15047901, 15448178, 15489532, 15489280, 16284313, 16330523, 16500996, 16489130, 16709196, 16673935, 17217462, 17964287, 18272919, 18552355, 18650403, 18822296, 18829981, 20736450, 21866346	GO:0000786: nucleosome, GO:0003677: DNA binding, GO:0005634: nucleus, GO:0006334: nucleosome assembly, GO:0009414: response to water deprivation, GO:0031492: nucleosomal DNA binding	
250666_at	WRKY26	Encodes WRKY DNA-binding protein 26 (WRKY26).	5	2204248, 2204280	AT5G07100	830601	10785665, 11118137, 15546358, 16081496, 16424108, 16913859, 17227549, 17217462, 17616737, 17704230, 18230142, 18523729, 21336597	GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0034605: cellular response to heat, GO:0070370: cellular heat acclimation	
265725_at			2	-13632468	AT2G32030	817763	15235117, 17227549, 18650403, 18702669	GO:0002679: respiratory burst involved in defense response, GO:0005737: cytoplasm, GO:0008080: N-acetyltransferase activity, GO:0008152: metabolic process, GO:0009693: ethylene biosynthetic process, GO:0009723: response to ethylene, GO:0009738: abscisic acid-activated signaling pathway, GO:0009873: ethylene-activated signaling pathway, GO:0010200: response to chitin, GO:0035556: intracellular signal transduction, GO:0050832: defense response to fungus	
253866_at			4	-13736835, -13736835	AT4G27480	828857	12912986, 14576160, 18650403	GO:0005794: Golgi apparatus, GO:0008375: acetylglucosaminyltransferase activity, GO:0016020: membrane, GO:0016051: carbohydrate biosynthetic process, GO:0016757: transferase activity, transferring glycosyl groups	
