Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
263123_at	PEN6	Encodes a protein with pentacyclic triterpene synthase activity. In addition to the compounds lupeol, &#945;-amyrin and bauerenol, this enzyme was also shown to produce two <i>seco</i>-triterpenes: &#945;- and &#946;-<i>seco</i>-amyrin.	1	29531646	AT1G78500	844186	11247608, 12777052, 16774269, 18356490, 18433503	GO:0003824: catalytic activity, GO:0005575: cellular_component, GO:0016126: sterol biosynthetic process, GO:0019745: pentacyclic triterpenoid biosynthetic process, GO:0019745: pentacyclic triterpenoid biosynthetic process, GO:0031559: oxidosqualene cyclase activity, GO:0042299: lupeol synthase activity	
253621_at			4	14923327	AT4G30540	829177	17559508, 17915010	GO:0003824: catalytic activity, GO:0005737: cytoplasm	
245923_at			5	10831799	AT5G28820	832998		GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
245801_at			1	17272691, 17272521	AT1G46912	841119		GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
262817_at			1	3975679	AT1G11770	837722	14500793, 18775970	GO:0009055: electron transfer activity	
246251_at			4	17515080	AT4G37220	829876	15282545, 15890746, 16212609, 17873098	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0009744: response to sucrose, GO:0009744: response to sucrose, GO:0009749: response to glucose, GO:0009750: response to fructose, GO:0009750: response to fructose	
258307_x_at									
249617_at			5	-14852801	AT5G37450	833722	12972053	GO:0004674: protein serine/threonine kinase activity, GO:0005524: ATP binding, GO:0005886: plasma membrane, GO:0006468: protein phosphorylation, GO:0007169: transmembrane receptor protein tyrosine kinase signaling pathway, GO:0016301: kinase activity	
260668_at			1	6763915	AT1G19530	838540	12773641, 12912986, 15908439, 16081496, 16159328, 16258012, 17937930, 20097791	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0009061: anaerobic respiration, GO:0009061: anaerobic respiration	
255470_at			4	1341083	AT4G03040	828107	20736450	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
264923_s_at								GO:0005737: cytoplasm, GO:0005886: plasma membrane, GO:0016209: antioxidant activity	
264912_at			1	-22362293	AT1G60750	3767587	15824099, 16258017	GO:0005737: cytoplasm	
245609_at			4	-8274170	AT4G14368	7922506	15358268	GO:0005794: Golgi apparatus	
248240_at	ANAC098, ATCUC2, CUC2	Transcriptional activator of the NAC gene family, with CUC1 redundantly required for embryonic apical meristem formation, cotyledon separation and expression of STM.  Proper timing of CUC2 expression is required to maintain the phyllotactic pattern initiated in the meristem. CUC2 expression in leaf sinus region is required for serration and the extent of serration is modulated by mir164A mediated repression of CUC2., Transcriptional activator of the NAC gene family, with CUC1 redundantly required for embryonic apical meristem formation, cotyledon separation and expression of STM.  Proper timing of CUC2 expression is required to maintain the phyllotactic pattern initiated in the meristem. CUC2 expression in leaf sinus region is required for serration and the extent of serration is modulated by mir164A mediated repression of CUC2., Transcriptional activator of the NAC gene family, with CUC1 redundantly required for embryonic apical meristem formation, cotyledon separation and expression of STM.  Proper timing of CUC2 expression is required to maintain the phyllotactic pattern initiated in the meristem. CUC2 expression in leaf sinus region is required for serration and the extent of serration is modulated by mir164A mediated repression of CUC2.	5, 5, 5	-21901966	AT5G53950	835478	10750709, 10660065, 10079219, 9212461, 11118137, 11060241, 11245578, 12175016, 12163400, 12646039, 12610213, 12837947, 14617069, 15029955, 15053771, 15202996, 15294871, 15371311, 15723790, 15500463, 16473968, 16798887, 16854978, 17132741, 17122068, 17114348, 17098812, 17098808, 17251269, 17287247, 17827180, 18156293, 18346190, 19054368, 19154203, 19542355, 15882589, 16158242, 19457581, 19704545, 19704686, 19704689, 19913077, 20064843, 20128880, 20404498, 21135241, 21223391, 21258003, 21300879, 21300866, 21435050, 21507507, 21685178, 22016421, 21448008, 22514090, 22580707, 22573623, 22675210, 22827849, 22778149, 23331609	GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0007275: multicellular organism development, GO:0009965: leaf morphogenesis, GO:0010072: primary shoot apical meristem specification, GO:0010160: formation of animal organ boundary, GO:0010223: secondary shoot formation, GO:0048366: leaf development, GO:0048504: regulation of timing of animal organ formation	
257508_at			1	23869036	AT1G64320	842738	12942173, 16502469, 18775970, 21284606	GO:0003674: molecular_function, GO:0009827: plant-type cell wall modification, GO:0009860: pollen tube growth, GO:0046686: response to cadmium ion	
254768_at			4	7753311	AT4G13320	826962		GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
261680_at			1	-17358447	AT1G47350	841138		GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
262779_at									
266487_at			2	19542952	AT2G47660			GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
255315_at									
256758_at									
266543_at			2	14786682	AT2G35075	818073		GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
258446_at									
265705_at			2	1033598	AT2G03410	814870	14500793, 15923328, 18775970	GO:0005737: cytoplasm, GO:0008150: biological_process	
263357_s_at									
246834_at			5	9350815	AT5G26630	832726	12698294, 12837945, 18650403, 18923020, 20032078, 20631316	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus	
259127_at			3	-448977	AT3G02270	821200	12372144	GO:0003743: translation initiation factor activity, GO:0005737: cytoplasm, GO:0006446: regulation of translational initiation	03013: RNA transport
254212_at			4	-12304246	AT4G23580	828458	11516153	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
265851_at									
263932_at	LOG2		2	15113955, 15113955, 15112084	AT2G35990	818172	19837870, 22059596	GO:0005634: nucleus, GO:0005829: cytosol	
259879_at	CML38		1	-28766750, -28766750, -28766807	AT1G76650	843998	12372144, 15086800, 15235117, 15225555, 15720654, 15734912, 16023399, 16183833, 16258009, 16244138, 16489130, 17337630, 17408486, 17888165, 18156220, 18684332, 17953483, 18705666	GO:0005509: calcium ion binding, GO:0005509: calcium ion binding, GO:0005634: nucleus, GO:0005886: plasma membrane, GO:0009611: response to wounding, GO:0009611: response to wounding, GO:0009620: response to fungus, GO:0009695: jasmonic acid biosynthetic process, GO:0009723: response to ethylene, GO:0009738: abscisic acid-activated signaling pathway, GO:0009753: response to jasmonic acid, GO:0009873: ethylene-activated signaling pathway, GO:0010200: response to chitin, GO:0035556: intracellular signal transduction	04626: Plant-pathogen interaction
267024_s_at								GO:0001666: response to hypoxia, GO:0005783: endoplasmic reticulum, GO:0005886: plasma membrane, GO:0006810: transport, GO:0009507: chloroplast, GO:0015129: lactate transmembrane transporter activity, GO:0015250: water channel activity, GO:0015727: lactate transport, GO:0016020: membrane	
261779_at			1	-28599760	AT1G76230	843956		GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
261574_at	CYP78A8	member of CYP78A	1	-83045	AT1G01190	839233	15280363, 15546358, 15703057, 16520461, 15604721, 18650403, 20736450	GO:0019825: oxygen binding	00903: Limonene and pinene degradation, 00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
267038_at			2	-16110741	AT2G38480	818430	15047898, 11152613, 16258011, 16635983, 17122067, 18775970	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005886: plasma membrane, GO:0008150: biological_process, GO:0016020: membrane	
265124_at			1	-20697649	AT1G55430	841990	16648215, 20736450	GO:0005634: nucleus	
262835_at	ATNHX8, NHX8	member of putative Na+/H+ antiporter (AtNHX) family. Functions as a plasma membrane Li+/H+ antiporter. Involved in Li+ efflux and detoxification., member of putative Na+/H+ antiporter (AtNHX) family. Functions as a plasma membrane Li+/H+ antiporter. Involved in Li+ efflux and detoxification.	1, 1	-5031972, -5031950	AT1G14660	838028	11500563, 15341627, 15489341, 16460505, 16513813, 17270011, 17882512, 23345415	GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006814: sodium ion transport, GO:0006814: sodium ion transport, GO:0010348: lithium:proton antiporter activity, GO:0010351: lithium ion transport, GO:0010351: lithium ion transport, GO:0010352: lithium ion export across the plasma membrane, GO:0015385: sodium:proton antiporter activity	
250142_at			5	4724450	AT5G14650	831317	15235117, 16615871, 17010199, 17497164, 23056537	GO:0004650: polygalacturonase activity, GO:0005576: extracellular region, GO:0005975: carbohydrate metabolic process	00040: Pentose and glucuronate interconversions, 00500: Starch and sucrose metabolism, 01100: Metabolic pathways
266859_at	AGL41		2	-11459906	AT2G26880	817229	11118137, 12698294, 12837945, 12949148, 15466218, 15805477	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated	
252580_at			3	-16686962	AT3G45490	823689		GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
250508_at	MEF7		5	-3102877	AT5G09950	830856	15269332, 22258224	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0009451: RNA modification	
266267_at	ATGSTU4, GST22, GSTU4	Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002)., Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002)., Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).	2, 2, 2	-12626536	AT2G29460	817495	12090627, 12034900, 12535341, 12805589, 12969430, 15047898, 15159623, 15181204, 15235117, 15618427, 16927206, 16911220, 17181774, 17704230, 18334669, 18650403, 18702669, 19174456	GO:0004364: glutathione transferase activity, GO:0005737: cytoplasm, GO:0009407: toxin catabolic process, GO:0009407: toxin catabolic process, GO:0010583: response to cyclopentenone	00480: Glutathione metabolism
261045_at			1	120154	AT1G01310	839333	15703057, 18775970	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0005576: extracellular region, GO:0008150: biological_process	
249009_at	MAP18, PCAP2	Encodes a protein with seven repeated VEEKK motifs. RNAi and overexpression experiments suggest that the gene is not involved in cell division but might be consequential for cell shape of epidermal and cortical cells. The protein encoded by this gene binds to cortical microtubules and inhibits tubulin polymerization. Associates to the plasma membrane and interacts with calmodulin and phosphatidylinositol phosphates, indicating an involvement in cellular signal transduction. Expression is enhanced by abiotic and hormonal factors. Induced during senescence., Encodes a protein with seven repeated VEEKK motifs. RNAi and overexpression experiments suggest that the gene is not involved in cell division but might be consequential for cell shape of epidermal and cortical cells. The protein encoded by this gene binds to cortical microtubules and inhibits tubulin polymerization. Associates to the plasma membrane and interacts with calmodulin and phosphatidylinositol phosphates, indicating an involvement in cellular signal transduction. Expression is enhanced by abiotic and hormonal factors. Induced during senescence.	5, 5	-17993565	AT5G44610	834489	15060130, 16635983, 17337629, 18684332, 18775970, 20061304, 20448467, 20966154	GO:0000041: transition metal ion transport, GO:0000902: cell morphogenesis, GO:0005516: calmodulin binding, GO:0005545: 1-phosphatidylinositol binding, GO:0005886: plasma membrane, GO:0006826: iron ion transport, GO:0007165: signal transduction, GO:0008017: microtubule binding, GO:0009409: response to cold, GO:0009651: response to salt stress, GO:0009653: anatomical structure morphogenesis, GO:0009737: response to abscisic acid, GO:0009739: response to gibberellin, GO:0010038: response to metal ion, GO:0010106: cellular response to iron ion starvation, GO:0010150: leaf senescence, GO:0010167: response to nitrate, GO:0015706: nitrate transport, GO:0031115: negative regulation of microtubule polymerization, GO:0038023: signaling receptor activity, GO:0043622: cortical microtubule organization, GO:0048364: root development, GO:0048768: root hair cell tip growth, GO:0048869: cellular developmental process, GO:0055028: cortical microtubule, GO:0090406: pollen tube, GO:1901981: phosphatidylinositol phosphate binding	
259208_at			3	-2766367	AT3G09060	820059		GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0008150: biological_process	
265828_at			2	-6182193	AT2G14520	815939		GO:0005886: plasma membrane, GO:0008150: biological_process	
257133_at			3	5867392, 5867392	AT3G17190	820976		GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0008150: biological_process	
246105_at									
264809_at	CSD1	Encodes a cytosolic copper/zinc superoxide dismutase CSD1 that can detoxify superoxide radicals.  Its expression is affected by miR398-directed mRNA cleavage. Regulated by biotic and abiotic stress.	1	2827061, 2827118	AT1G08830	837405	9765550, 1731963, 12028573, 12102506, 15772282, 16861386, 18275461, 18392778, 18650403, 18684332, 18775970, 19084994, 19148671, 19533381, 20128885, 21897129, 22186608, 22447966	GO:0004784: superoxide dismutase activity, GO:0004784: superoxide dismutase activity, GO:0005507: copper ion binding, GO:0005515: protein binding, GO:0005576: extracellular region, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0005829: cytosol, GO:0006094: gluconeogenesis, GO:0006096: glycolytic process, GO:0006979: response to oxidative stress, GO:0006979: response to oxidative stress, GO:0008270: zinc ion binding, GO:0009651: response to salt stress, GO:0009651: response to salt stress, GO:0010039: response to iron ion, GO:0010193: response to ozone, GO:0019430: removal of superoxide radicals, GO:0019430: removal of superoxide radicals, GO:0034599: cellular response to oxidative stress, GO:0035195: gene silencing by miRNA, GO:0042742: defense response to bacterium, GO:0046686: response to cadmium ion, GO:0046688: response to copper ion, GO:0071280: cellular response to copper ion, GO:0071329: cellular response to sucrose stimulus, GO:0071457: cellular response to ozone, GO:0071472: cellular response to salt stress, GO:0071484: cellular response to light intensity, GO:0071493: cellular response to UV-B	04146: Peroxisome
264647_at	ATRBOHB, ATRBOHB-BETA, RBOHB	NADPH-oxidase AtrbohB plays a role in seed after-ripening. Major producer of superoxide in germinating seeds. AtrbohB  pre-mRNA is alternatively spliced in seeds in a hormonally and developmentally  regulated manner. ABA caused accumulation of AtrbohB- mRNA and prevented prevented AtrbohB-a mRNA expression in fresh seeds., NADPH-oxidase AtrbohB plays a role in seed after-ripening. Major producer of superoxide in germinating seeds. AtrbohB  pre-mRNA is alternatively spliced in seeds in a hormonally and developmentally  regulated manner. ABA caused accumulation of AtrbohB- mRNA and prevented prevented AtrbohB-a mRNA expression in fresh seeds., NADPH-oxidase AtrbohB plays a role in seed after-ripening. Major producer of superoxide in germinating seeds. AtrbohB  pre-mRNA is alternatively spliced in seeds in a hormonally and developmentally  regulated manner. ABA caused accumulation of AtrbohB- mRNA and prevented prevented AtrbohB-a mRNA expression in fresh seeds.	1, 1, 1	2932739, 2932739	AT1G09090	837430	9628030, 9490748, 12372144, 12773379, 12913156, 15047898, 15923322, 16081496, 16362328, 19761445, 23095998	GO:0005886: plasma membrane, GO:0006826: iron ion transport, GO:0006952: defense response, GO:0009408: response to heat, GO:0009845: seed germination, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0015706: nitrate transport, GO:0016174: NAD(P)H oxidase activity	
249511_at			5	-15416018	AT5G38500	833838		GO:0005634: nucleus	
256700_at			3	-19383276, -19383266, -19383419	AT3G52260	824391	15319476	GO:0005739: mitochondrion, GO:0009982: pseudouridine synthase activity	
250172_at			5	-4619797	AT5G14330	831283	23148892	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
245151_at			2	19508980	AT2G47550	819368	12509334, 12913156, 14585825, 15047898, 15235117, 15894741, 16622707, 16766693, 17172353, 18192438, 19269997	GO:0005576: extracellular region, GO:0009505: plant-type cell wall, GO:0030599: pectinesterase activity	
249132_at			5	17312602	AT5G43120	834329		GO:0005634: nucleus, GO:0008150: biological_process	
252520_at			3	17051955	AT3G46370	823783	16146321	GO:0004674: protein serine/threonine kinase activity, GO:0005524: ATP binding, GO:0005886: plasma membrane, GO:0006468: protein phosphorylation, GO:0007169: transmembrane receptor protein tyrosine kinase signaling pathway, GO:0016301: kinase activity	
257153_at			3	-10051612	AT3G27220	822341	15734908, 16033780, 16284307, 16618929, 20097791	GO:0005768: endosome, GO:0005794: Golgi apparatus, GO:0005802: trans-Golgi network, GO:0009061: anaerobic respiration, GO:0009061: anaerobic respiration, GO:0009855: determination of bilateral symmetry, GO:0009944: polarity specification of adaxial/abaxial axis, GO:0010014: meristem initiation, GO:0010075: regulation of meristem growth	
254216_at	VAG2, VATG2, VHA-G2		4, 4, 4	12350089	AT4G23710	828471	11395435, 11950611, 15215502, 15539469, 16581873, 18775970	GO:0005773: vacuole, GO:0005774: vacuolar membrane, GO:0005794: Golgi apparatus	00190: Oxidative phosphorylation, 01100: Metabolic pathways, 04145: Phagosome
258013_at			3	-6696395	AT3G19320	821466	16258011, 22253603		
254522_at			4	-10828153	AT4G19980	827742		GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0008150: biological_process	
263081_at	BLH5		2	-11637306, -11637164	AT2G27220	817264	11118137, 15019989, 15781858	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus	
265833_at									
255173_at									
257437_s_at								GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
248867_at	ATNIG1, NIG1	Calcium-binding transcription factor involved in salt stress signaling., Calcium-binding transcription factor involved in salt stress signaling.	5, 5	19002719	AT5G46830	834727	11118137, 12372144, 12679534, 12897250, 14600211, 15078338, 15208388, 16962584, 21889054	GO:0003677: DNA binding, GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0005509: calcium ion binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0009651: response to salt stress, GO:0042538: hyperosmotic salinity response	
250479_at	AtRABH1e, RABH1e		5, 5	3219991	AT5G10260	830890	12644670, 15082927, 16146321, 18775970	GO:0005525: GTP binding, GO:0005794: Golgi apparatus, GO:0006891: intra-Golgi vesicle-mediated transport	
260119_at			1	12323888	AT1G33930	840290		GO:0005739: mitochondrion, GO:0009617: response to bacterium	
264559_at	GXM3		1	3111694	AT1G09610	837488	15980264, 18467456, 19325888, 23045523	GO:0005576: extracellular region, GO:0005794: Golgi apparatus, GO:0010413: glucuronoxylan metabolic process, GO:0030775: glucuronoxylan 4-O-methyltransferase activity, GO:0045491: xylan metabolic process, GO:0045492: xylan biosynthetic process	
258487_at	LBD41		3	-536505	AT3G02550	821112	12068116, 12040093, 12953064, 15200641, 15734912, 16081496, 19154202, 20507524, 20840511	GO:0001666: response to hypoxia, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0009862: systemic acquired resistance, salicylic acid mediated signaling pathway, GO:0010310: regulation of hydrogen peroxide metabolic process	
253874_at			4	-13727484	AT4G27450	828854	11752382, 12773641, 15047898, 15235117, 15377757, 15908439, 16367961, 16514558, 16673935, 16972165, 17216481, 17937930, 18433157, 18650403, 18854047, 19291320, 21637781	GO:0001666: response to hypoxia, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0008150: biological_process, GO:0009506: plasmodesma, GO:0009862: systemic acquired resistance, salicylic acid mediated signaling pathway, GO:0010310: regulation of hydrogen peroxide metabolic process	
260920_at									
262404_at									
267164_at			2	-15810581, -15811628	AT2G37700	818347	15574398, 15849306, 15914083, 16805732	GO:0003824: catalytic activity, GO:0005739: mitochondrion	
249468_at	DAU2		5	15875199	AT5G39650	833961	14576160, 16607029, 18667720, 18775970, 20712629, 21285328	GO:0003674: molecular_function, GO:0005783: endoplasmic reticulum, GO:0009705: plant-type vacuole membrane, GO:0048235: pollen sperm cell differentiation	
257027_at									
254436_at									
246540_at	SP1L4	SPIRAL1-LIKE4 belongs to a six-member gene family in Arabidopsis; all members share high sequence similarity in amino- and carboxy-terminal regions. Regulates cortical microtubule organization. Mutant plants exhibit altered patterns of root, leaf and petal growth as a result of defective anisotropic cell expansion.	5	5078200	AT5G15600	831412	15084720, 15155883, 16478750, 17038516, 18775970	GO:0003674: molecular_function, GO:0008150: biological_process	
245696_at	PKS4	Encodes phytochrome kinase substrate 4, a phytochrome signaling component involved in phototropism.	5	1150892	AT5G04190	830297	15328536, 16777956, 18603616, 20071603, 20736450, 21848684, 22781128	GO:0003674: molecular_function, GO:0005886: plasma membrane, GO:0009638: phototropism, GO:0010017: red or far-red light signaling pathway	
259027_at			3	-2850920	AT3G09280	820084		GO:0003674: molecular_function, GO:0008150: biological_process	
266191_at			2	-16299351	AT2G39040	818490	12376647, 12473102, 15047898, 15231406	GO:0004601: peroxidase activity, GO:0005576: extracellular region	00360: Phenylalanine metabolism, 00940: Phenylpropanoid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
248551_at	ATNRT3.1, NRT3.1, WR3	Wound-responsive gene 3 (WR3).  Encodes a high-affinity nitrate transporter. Up-regulated by nitrate. Involved in jasmonic acid-independent wound signal transduction., Wound-responsive gene 3 (WR3).  Encodes a high-affinity nitrate transporter. Up-regulated by nitrate. Involved in jasmonic acid-independent wound signal transduction., Wound-responsive gene 3 (WR3).  Encodes a high-affinity nitrate transporter. Up-regulated by nitrate. Involved in jasmonic acid-independent wound signal transduction.	5, 5, 5	20436498, 20436275, 20436180	AT5G50200	835085	9648747, 15375205, 16299171, 16415212, 16415211, 16531467, 16684236, 16648215, 16766691, 17012411, 17481610, 17573350, 18307990, 18650403, 18705666, 20561257, 21151904, 22432443	GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006612: protein targeting to membrane, GO:0006820: anion transport, GO:0006862: nucleotide transport, GO:0006865: amino acid transport, GO:0006888: ER to Golgi vesicle-mediated transport, GO:0009611: response to wounding, GO:0009627: systemic acquired resistance, GO:0010167: response to nitrate, GO:0010167: response to nitrate, GO:0010363: regulation of plant-type hypersensitive response, GO:0015112: nitrate transmembrane transporter activity, GO:0015696: ammonium transport, GO:0015706: nitrate transport, GO:0015706: nitrate transport, GO:0015802: basic amino acid transport, GO:0034976: response to endoplasmic reticulum stress, GO:0043069: negative regulation of programmed cell death, GO:0043090: amino acid import, GO:0043269: regulation of ion transport	
265632_at			2	-6057288	AT2G14290	815916		GO:0003674: molecular_function, GO:0008150: biological_process, GO:0009507: chloroplast	
250069_at			5	-5948999	AT5G17970	831664	12671079, 15165183, 17956627	GO:0006952: defense response	
266387_at			2	-13737019	AT2G32360	817797		GO:0003674: molecular_function, GO:0005634: nucleus	
246869_at									
249097_at			5	-17485439	AT5G43520	834372	16359384, 17061125, 18305208	GO:0000041: transition metal ion transport, GO:0005634: nucleus, GO:0048527: lateral root development, GO:0048589: developmental growth, GO:0048765: root hair cell differentiation	
247204_at	AtRABH1a, RABH1a		5, 5	-25963562, -25963401	AT5G64990	836623	12644670, 14671022, 17408486, 18775970	GO:0005525: GTP binding, GO:0005739: mitochondrion, GO:0006891: intra-Golgi vesicle-mediated transport	
260869_at	FTM1, SAD6		1, 1	16577610	AT1G43800	840977	12805597, 14682612, 15157177, 15235117, 15772289, 16081496, 16112758, 17072561, 17172353, 17559508, 17672910, 17828791, 18210371, 22319055, 22589469	GO:0001666: response to hypoxia, GO:0006633: fatty acid biosynthetic process, GO:0009507: chloroplast, GO:0009862: systemic acquired resistance, salicylic acid mediated signaling pathway, GO:0010089: xylem development, GO:0010310: regulation of hydrogen peroxide metabolic process, GO:0016020: membrane, GO:0044036: cell wall macromolecule metabolic process, GO:0045300: acyl-[acyl-carrier-protein] desaturase activity	00061: Fatty acid biosynthesis, 01040: Biosynthesis of unsaturated fatty acids
258645_s_at								GO:0004650: polygalacturonase activity, GO:0005576: extracellular region, GO:0005975: carbohydrate metabolic process	
251438_s_at								GO:0003674: molecular_function, GO:0005576: extracellular region	
260318_at			1	23738201	AT1G63960	842699	16299181, 17915010	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
254897_at	CRK31	Encodes a cysteine-rich receptor-like protein kinase.	4	6967729	AT4G11470	826752	16510518, 15604743, 20500828	GO:0004672: protein kinase activity, GO:0005576: extracellular region	
255489_at									
258930_at			3	-3096415	AT3G10040	820165	11118137, 16033780, 16463051	GO:0001666: response to hypoxia, GO:0003700: DNA-binding transcription factor activity, GO:0005886: plasma membrane, GO:0006355: regulation of transcription, DNA-templated, GO:0009855: determination of bilateral symmetry, GO:0009862: systemic acquired resistance, salicylic acid mediated signaling pathway, GO:0009944: polarity specification of adaxial/abaxial axis, GO:0010014: meristem initiation, GO:0010075: regulation of meristem growth, GO:0010310: regulation of hydrogen peroxide metabolic process	
256349_at			1	20463083	AT1G54890	841928	17061125	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0008150: biological_process	
265854_at			2	17643334	AT2G42370	818838	12481096, 18650403	GO:0005634: nucleus	
267042_at			2	14484959	AT2G34320	817994		GO:0005575: cellular_component, GO:0008150: biological_process	
267457_at	AGP30, ATAGP30	pollen Ole e 1 allergen protein containing 14.6% proline residues, similar to arabinogalactan protein (Daucus carota) GI:11322245, SP:Q03211 Pistil-specific extensin-like protein precursor (PELP) {Nicotiana tabacum}; contains Pfam profile PF01190: Pollen proteins Ole e I family, pollen Ole e 1 allergen protein containing 14.6% proline residues, similar to arabinogalactan protein (Daucus carota) GI:11322245, SP:Q03211 Pistil-specific extensin-like protein precursor (PELP) {Nicotiana tabacum}; contains Pfam profile PF01190: Pollen proteins Ole e I family	2, 2	-14293561	AT2G33790	817946	14535889, 15047898, 17028338, 17122067, 17497164, 18725200, 20484005, 23134674	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0008150: biological_process	
250348_at			5	-3872651	AT5G11990	831072	12068095, 12177459, 12805588	GO:0008150: biological_process, GO:0031225: anchored component of membrane	
259120_at	GLV4, RGF7	Encodes a root meristem growth factor (RGF).  Belongs to a family of functionally redundant homologous peptides that are secreted, tyrosine-sulfated, and expressed mainly in the stem cell area and the innermost layer of central columella cells. RGFs are required for maintenance of the root stem cell niche and transit amplifying cell proliferation.  Members of this family include: At5g60810 (RGF1), At1g13620 (RGF2), At2g04025 (RGF3), At3g30350 (RGF4), At5g51451 (RGF5), At4g16515 (RGF6), At3g02240 (RGF7), At2g03830 (RGF8) and At5g64770 (RGF9)., Encodes a root meristem growth factor (RGF).  Belongs to a family of functionally redundant homologous peptides that are secreted, tyrosine-sulfated, and expressed mainly in the stem cell area and the innermost layer of central columella cells. RGFs are required for maintenance of the root stem cell niche and transit amplifying cell proliferation.  Members of this family include: At5g60810 (RGF1), At1g13620 (RGF2), At2g04025 (RGF3), At3g30350 (RGF4), At5g51451 (RGF5), At4g16515 (RGF6), At3g02240 (RGF7), At2g03830 (RGF8) and At5g64770 (RGF9).	3, 3	418459	AT3G02240	820386	17061125, 18603616, 20798316, 22307643	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0005615: extracellular space, GO:0008083: growth factor activity, GO:0008150: biological_process, GO:0008284: positive regulation of cell proliferation, GO:0030154: cell differentiation, GO:0048765: root hair cell differentiation, GO:0048767: root hair elongation	
249384_at			5	15974393	AT5G39890	833986	18775970, 22589469, 15734908, 16033780	GO:0001666: response to hypoxia, GO:0005634: nucleus, GO:0009862: systemic acquired resistance, salicylic acid mediated signaling pathway, GO:0010089: xylem development, GO:0010310: regulation of hydrogen peroxide metabolic process, GO:0044036: cell wall macromolecule metabolic process	
261590_at	ATROPGEF2, ROPGEF2	Encodes a member of KPP-like gene family, homolog of KPP (kinase partner protein) gene in tomato.  Also a member of the RopGEF (guanine nucleotide exchange factor) family, containing the novel PRONE domain (plant-specific Rop nucleotide exchanger), which is exclusively active towards members of the Rop subfamily., Encodes a member of KPP-like gene family, homolog of KPP (kinase partner protein) gene in tomato.  Also a member of the RopGEF (guanine nucleotide exchange factor) family, containing the novel PRONE domain (plant-specific Rop nucleotide exchanger), which is exclusively active towards members of the Rop subfamily.	1, 1	-259495	AT1G01700	839250	15860008, 15980860, 20736450, 22500990	GO:0005089: Rho guanyl-nucleotide exchange factor activity, GO:0005634: nucleus	
260558_at			2	-18086049	AT2G43600	818962	17419845, 11525512, 17028338	GO:0004568: chitinase activity, GO:0005576: extracellular region	
