Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
248191_at			5	21962600, 21962600, 21962600	AT5G54130	835500	12372144, 15347792, 15659355, 15734912, 16489130, 18775970		
247304_at	AAP4	Amino acid transporter whose expression is downregulated by dehydration.	5	25551055	AT5G63850	836505	8776904, 7608199, 12148530, 15361141, 22645574	GO:0005886: plasma membrane, GO:0006865: amino acid transport, GO:0006865: amino acid transport, GO:0009414: response to water deprivation, GO:0015171: amino acid transmembrane transporter activity, GO:0015172: acidic amino acid transmembrane transporter activity, GO:0015175: neutral amino acid transmembrane transporter activity, GO:0015399: primary active transmembrane transporter activity, GO:0016020: membrane	
250413_at	APT5		5	3550520	AT5G11160	830985	12010467, 18552355	GO:0003999: adenine phosphoribosyltransferase activity, GO:0005737: cytoplasm	00230: Purine metabolism, 01100: Metabolic pathways
245346_at	AtBAM3, BAM3, BMY8, CT-BMY	Encodes a beta-amylase targeted to the chloroplast. Transgenic BMY8 RNAi lines fail to accumulate maltose during cold shock suggesting that maltose accumulation coincides with BMY8 expression. Apart from maltose, the sugar content of the RNAi lines were similar to wildtype (glucose and sucrose unaffected)., Encodes a beta-amylase targeted to the chloroplast. Transgenic BMY8 RNAi lines fail to accumulate maltose during cold shock suggesting that maltose accumulation coincides with BMY8 expression. Apart from maltose, the sugar content of the RNAi lines were similar to wildtype (glucose and sucrose unaffected)., Encodes a beta-amylase targeted to the chloroplast. Transgenic BMY8 RNAi lines fail to accumulate maltose during cold shock suggesting that maltose accumulation coincides with BMY8 expression. Apart from maltose, the sugar content of the RNAi lines were similar to wildtype (glucose and sucrose unaffected)., Encodes a beta-amylase targeted to the chloroplast. Transgenic BMY8 RNAi lines fail to accumulate maltose during cold shock suggesting that maltose accumulation coincides with BMY8 expression. Apart from maltose, the sugar content of the RNAi lines were similar to wildtype (glucose and sucrose unaffected).	4, 4, 4, 4	-9604962	AT4G17090	827419	10652124, 11118138, 11351099, 15347792, 15862090, 16055686, 16258011, 16297066, 17031512, 18390594, 18650403, 18818313, 18775970, 19502356, 19664588, 20153546, 20546137, 20674078, 18419779, 21683882, 22789914, 22898356	GO:0000024: maltose biosynthetic process, GO:0005983: starch catabolic process, GO:0005983: starch catabolic process, GO:0009409: response to cold, GO:0009507: chloroplast, GO:0009570: chloroplast stroma, GO:0016161: beta-amylase activity, GO:0016161: beta-amylase activity	00500: Starch and sucrose metabolism, 01100: Metabolic pathways
252199_at			3	18635920	AT3G50270	824189	14576160, 16998091, 18650403	GO:0009507: chloroplast, GO:0016740: transferase activity	
255450_at			4	-1266463	AT4G02850	828160	15381001, 17061125, 18650403, 22487254	GO:0003824: catalytic activity, GO:0007623: circadian rhythm, GO:0009058: biosynthetic process, GO:0009736: cytokinin-activated signaling pathway	
254737_at	CER26		4	-8013893	AT4G13840	827018	12805597, 15914083, 18650403	GO:0005737: cytoplasm, GO:0016740: transferase activity, GO:0019761: glucosinolate biosynthetic process	
264343_at			1	3999202, 3999202, 3999199, 3999199	AT1G11850	837732	18650403	GO:0003674: molecular_function, GO:0008150: biological_process	
248568_at			5	20216372	AT5G49760	835039	12972053, 15539469, 16635983, 16618929, 17432890, 18650403, 21477822, 22645532	GO:0005576: extracellular region, GO:0005773: vacuole, GO:0005886: plasma membrane, GO:0006468: protein phosphorylation, GO:0006569: tryptophan catabolic process, GO:0009684: indoleacetic acid biosynthetic process, GO:0016301: kinase activity, GO:0030003: cellular cation homeostasis, GO:0044242: cellular lipid catabolic process, GO:0070838: divalent metal ion transport	
248469_at	anac097, NAC097		5, 5	20679225	AT5G50820	835154	11118137, 15029955, 15342526	GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0007275: multicellular organism development	
267112_at	AKN1, APK, APK1, ATAKN1	Encodes adenosine-5'-phosphosulfate kinase. Provides activated sulfate for  sulfation of secondary metabolites, including the glucosinolates. Essential for pollen viability., Encodes adenosine-5'-phosphosulfate kinase. Provides activated sulfate for  sulfation of secondary metabolites, including the glucosinolates. Essential for pollen viability., Encodes adenosine-5'-phosphosulfate kinase. Provides activated sulfate for  sulfation of secondary metabolites, including the glucosinolates. Essential for pollen viability., Encodes adenosine-5'-phosphosulfate kinase. Provides activated sulfate for  sulfation of secondary metabolites, including the glucosinolates. Essential for pollen viability.	2, 2, 2, 2	6314032	AT2G14750	815963	9636674, 8917600, 7988678, 8049272, 8066145, 11488606, 18650403, 18775970, 19304933, 19903478, 20042022, 20736450, 22184237, 23218016, 23322773	GO:0000103: sulfate assimilation, GO:0000103: sulfate assimilation, GO:0004020: adenylylsulfate kinase activity, GO:0005524: ATP binding, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009536: plastid, GO:0010439: regulation of glucosinolate biosynthetic process, GO:0016301: kinase activity, GO:0016310: phosphorylation, GO:0016772: transferase activity, transferring phosphorus-containing groups, GO:0048232: male gamete generation	00230: Purine metabolism, 00920: Sulfur metabolism, 01100: Metabolic pathways
249325_at	UPM1	Encodes a urophorphyrin III methylase that  catalyzes S-adenosyl-L-methionine-dependent transmethylation in a multistep process involving the formation of a covalently linked complex with S-adenosyl-L-methionine.	5	16366470, 16366353	AT5G40850	834085	9006913, 14576160, 15273295, 15326282, 17705847, 17897408, 18650403	GO:0004851: uroporphyrin-III C-methyltransferase activity, GO:0004851: uroporphyrin-III C-methyltransferase activity, GO:0006567: threonine catabolic process, GO:0006779: porphyrin-containing compound biosynthetic process, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0019354: siroheme biosynthetic process	
259681_at	GNR1, NIA1, NR1	Encodes the cytosolic minor isoform of nitrate reductase (NR). Involved in the first step of nitrate assimilation, it contributes about 15% of the nitrate reductase activity in shoots. Similar to molybdopterin oxidoreductases at the N-terminus, and to FAD/NAD-binding cytochrome reductases at the C-terminus. Cofactors: FAD, heme iron (cytochrome B-557), and molybdenum-pterin., Encodes the cytosolic minor isoform of nitrate reductase (NR). Involved in the first step of nitrate assimilation, it contributes about 15% of the nitrate reductase activity in shoots. Similar to molybdopterin oxidoreductases at the N-terminus, and to FAD/NAD-binding cytochrome reductases at the C-terminus. Cofactors: FAD, heme iron (cytochrome B-557), and molybdenum-pterin., Encodes the cytosolic minor isoform of nitrate reductase (NR). Involved in the first step of nitrate assimilation, it contributes about 15% of the nitrate reductase activity in shoots. Similar to molybdopterin oxidoreductases at the N-terminus, and to FAD/NAD-binding cytochrome reductases at the C-terminus. Cofactors: FAD, heme iron (cytochrome B-557), and molybdenum-pterin.	1, 1, 1	-29235803	AT1G77760	844112	9501142, 9085575, 8721753, 7991680, 8510658, 1840922, 2905260, 11826296, 12446847, 12805624, 15123642, 15012211, 15908593, 16367958, 17317674, 17936409, 18298431, 18332225, 18540030, 18603615, 18826430, 18304455, 19540016, 19521473, 19628403, 19710235, 19822377, 19825574, 20406405, 20377690, 20501909, 20444219, 20532806, 20668061, 20685967, 20009559, 20442374, 21039566, 21131548, 21454300, 21670294, 21772271, 21856037, 22371326, 22394204, 22645532, 22833666, 22791827, 23122335, 23341360	GO:0005515: protein binding, GO:0005739: mitochondrion, GO:0005829: cytosol, GO:0006809: nitric oxide biosynthetic process, GO:0008940: nitrate reductase activity, GO:0009416: response to light stimulus, GO:0042128: nitrate assimilation	00910: Nitrogen metabolism
247444_at	HIPL2		5	-25143595	AT5G62630	836384	12068095, 12805588, 15824099, 18650403	GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0031225: anchored component of membrane, GO:0046658: anchored component of plasma membrane	
263252_at	BBX25, STH	a B-box zinc finger protein that interacts with COP1. contains a novel 11 amino acid motif at the C-terminus (also found at the N-terminus of HY5) that is involved in the COP1 interaction., a B-box zinc finger protein that interacts with COP1. contains a novel 11 amino acid motif at the C-terminus (also found at the N-terminus of HY5) that is involved in the COP1 interaction.	2, 2	13381910	AT2G31380	817696	11118137, 12481097, 12753585, 14690509, 15144375, 16920880, 16891401, 17965270, 18540109, 19920209, 21979077	GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0008270: zinc ion binding, GO:0009744: response to sucrose, GO:0010224: response to UV-B, GO:0010264: myo-inositol hexakisphosphate biosynthetic process, GO:0019904: protein domain specific binding	
260037_at	AtRAV2, EDF2, RAP2.8, RAV2, TEM2	Rav2 is part of a complex that has been named `regulator of the (H+)-ATPase of the vacuolar and endosomal membranes' (RAVE), Rav2 is part of a complex that has been named `regulator of the (H+)-ATPase of the vacuolar and endosomal membranes' (RAVE), Rav2 is part of a complex that has been named `regulator of the (H+)-ATPase of the vacuolar and endosomal membranes' (RAVE), Rav2 is part of a complex that has been named `regulator of the (H+)-ATPase of the vacuolar and endosomal membranes' (RAVE), Rav2 is part of a complex that has been named `regulator of the (H+)-ATPase of the vacuolar and endosomal membranes' (RAVE)	1, 1, 1, 1, 1	25880327, 25880323	AT1G68840	843216	9862967, 9192694, 11118137, 14576160, 15980261, 11283612, 19324928, 19420805, 21709243, 21689171	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0010167: response to nitrate, GO:0010200: response to chitin, GO:0015706: nitrate transport, GO:0045892: negative regulation of transcription, DNA-templated	
247055_at			5	26647114	AT5G66740	836807	18775970, 20736450	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process, GO:0009827: plant-type cell wall modification, GO:0009860: pollen tube growth	
259596_at	GH3.17	encodes an IAA-amido synthase that conjugates Asp and other amino acids to auxin in vitro. Lines carrying insertions in this gene are hypersensitive to auxin.	1	9825286, 9826295	AT1G28130	839706	12805634, 14581632, 15078335, 15489341, 15469491, 15659623, 15610358, 16258012, 16214899, 16299182, 16412086, 16489130, 16673935, 18160300, 20736450, 22374398	GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0009733: response to auxin, GO:0009733: response to auxin, GO:0010252: auxin homeostasis, GO:0010279: indole-3-acetic acid amido synthetase activity, GO:0016132: brassinosteroid biosynthetic process	04075: Plant hormone signal transduction
252437_at			3	17457795	AT3G47380	823892	12753585, 12913156, 14576160, 14585825, 15047898, 16258011, 17142483, 17665211, 18192438	GO:0000165: MAPK cascade, GO:0005576: extracellular region, GO:0006612: protein targeting to membrane, GO:0009595: detection of biotic stimulus, GO:0009697: salicylic acid biosynthetic process, GO:0009862: systemic acquired resistance, salicylic acid mediated signaling pathway, GO:0009867: jasmonic acid mediated signaling pathway, GO:0010200: response to chitin, GO:0010310: regulation of hydrogen peroxide metabolic process, GO:0010363: regulation of plant-type hypersensitive response, GO:0015824: proline transport, GO:0031348: negative regulation of defense response, GO:0042742: defense response to bacterium, GO:0043900: regulation of multi-organism process, GO:0045088: regulation of innate immune response, GO:0046910: pectinesterase inhibitor activity, GO:0050832: defense response to fungus	
255732_at	CER60, KCS5	Encodes KCS5, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids)., Encodes KCS5, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids).	1, 1	-8938479	AT1G25450	839131	10330468, 11041893, 14682612, 15037448, 16299169, 16449229, 16805732, 17432890, 17551672, 18465198, 18650403, 18805951, 19237690, 22284369, 22253603	GO:0000038: very long-chain fatty acid metabolic process, GO:0000038: very long-chain fatty acid metabolic process, GO:0005783: endoplasmic reticulum, GO:0009409: response to cold, GO:0009409: response to cold, GO:0009416: response to light stimulus, GO:0009922: fatty acid elongase activity, GO:0016020: membrane, GO:0042335: cuticle development, GO:0042335: cuticle development, GO:0048868: pollen tube development	
251982_at			3	19713928	AT3G53190	824485	12068095, 12805588, 15937229, 17172353, 17497164, 18315867, 18805951, 19269997, 20649977	GO:0005886: plasma membrane, GO:0016829: lyase activity, GO:0030570: pectate lyase activity, GO:0031225: anchored component of membrane	00040: Pentose and glucuronate interconversions
249932_at			5	-7418116	AT5G22390	832300	18650403	GO:0005634: nucleus	
265837_at	LURP1	Encodes LURP1, a member of the LURP cluster (late upregulated in response to Hyaloperonospora parasitica) which exhibits a pronounced upregulation after recognition of the pathogenic oomycte H. parasitica.  LURP1 is required for full basal defense to H. parasitica and resistance to this pathogen mediated by the R-proteins RPP4 and RPP5.	2	6213972, 6213972	AT2G14560	815943	12172015, 15047898, 15181204, 15728340, 15824099, 16792696, 17253987, 18307823, 18346188, 18671872, 18650403, 18783601	GO:0000165: MAPK cascade, GO:0003674: molecular_function, GO:0006612: protein targeting to membrane, GO:0009595: detection of biotic stimulus, GO:0009697: salicylic acid biosynthetic process, GO:0009751: response to salicylic acid, GO:0009862: systemic acquired resistance, salicylic acid mediated signaling pathway, GO:0009867: jasmonic acid mediated signaling pathway, GO:0010200: response to chitin, GO:0010310: regulation of hydrogen peroxide metabolic process, GO:0010363: regulation of plant-type hypersensitive response, GO:0031348: negative regulation of defense response, GO:0042742: defense response to bacterium, GO:0043069: negative regulation of programmed cell death, GO:0043900: regulation of multi-organism process, GO:0045088: regulation of innate immune response, GO:0050832: defense response to fungus, GO:0050832: defense response to fungus	
AFFX-r2-Ec-bioC-5_at									
260745_at	ATGSTU20, GSTU20	Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002)., Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).	1, 1	-29484269	AT1G78370	844173	12090627, 12773641, 15282545, 15272001, 15866872, 16299182, 16406306, 16679420, 16829588, 16920880, 17172353, 17220357, 17420480, 17545220, 17828791, 18053238, 18650403, 18633119, 18603616, 18684332, 19174456, 20118269, 23073694	GO:0000023: maltose metabolic process, GO:0004364: glutathione transferase activity, GO:0004364: glutathione transferase activity, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0006569: tryptophan catabolic process, GO:0009407: toxin catabolic process, GO:0009507: chloroplast, GO:0009684: indoleacetic acid biosynthetic process, GO:0009735: response to cytokinin, GO:0019252: starch biosynthetic process, GO:0019899: enzyme binding, GO:0043085: positive regulation of catalytic activity, GO:0048046: apoplast, GO:2000030: regulation of response to red or far red light	
264497_at	ATPUP4, PUP4	Member of a family of proteins related to PUP1, a purine transporter. May be involved in the transport of purine and purine derivatives such as cytokinins, across the plasma membrane., Member of a family of proteins related to PUP1, a purine transporter. May be involved in the transport of purine and purine derivatives such as cytokinins, across the plasma membrane.	1, 1	10974447, 10974445	AT1G30840	839967	10662864, 16212609, 16489130	GO:0005345: purine nucleobase transmembrane transporter activity, GO:0005345: purine nucleobase transmembrane transporter activity, GO:0006863: purine nucleobase transport, GO:0006863: purine nucleobase transport, GO:0016020: membrane	
251586_at	GIS	Putative transcription factor, contains C2H2 domain, regulates aspects of shoot maturation in Arabidopsis thaliana. GIS loss-of-function mutations affect the epidermal differentiation of inflorescence organs, causing a premature decrease in trichome production on successive leaves, stem internodes, and branches. Overexpression has the opposite effect on trichome initiation and causes other heterochronic phenotypes, affecting flowering and juvenileadult leaf transition and inducing the formation of rosette leaves on inflorescence stems.	3	-21506613	AT3G58070	824976	11118137, 15078338, 15236668, 15695462, 15713015, 16679458, 17316173, 17507408, 18193167, 20622149, 21803862, 22210898, 22301962, 22647943, 22995285	GO:0003676: nucleic acid binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0008270: zinc ion binding, GO:0009739: response to gibberellin, GO:0010026: trichome differentiation, GO:0010091: trichome branching	
259281_at	AtMYB106, MYB106, NOK	Encodes a MIXTA-like MYB gene NOECK (NOK). Loss of function mutations show an increased number of branchpoints in leaf trichomes suggesting a role in negative regulation of trichome branching., Encodes a MIXTA-like MYB gene NOECK (NOK). Loss of function mutations show an increased number of branchpoints in leaf trichomes suggesting a role in negative regulation of trichome branching., Encodes a MIXTA-like MYB gene NOECK (NOK). Loss of function mutations show an increased number of branchpoints in leaf trichomes suggesting a role in negative regulation of trichome branching.	3, 3, 3	-46396	AT3G01140	821209	10572032, 9367433, 11118137, 11597504, 15078338, 16463103, 16920880, 17376813, 18805951, 19626137, 20807210, 21070410	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0010091: trichome branching, GO:0010093: specification of floral organ identity, GO:0048440: carpel development, GO:0048507: meristem development	
259185_at	ATPPT2, PPT2		3, 3	-216807	AT3G01550	821114	12472685, 12529511, 12644669, 14576160, 14617097, 15133053, 15456736, 17064408, 15516503, 17919328, 18230142, 18650403, 20736450	GO:0006863: purine nucleobase transport, GO:0009507: chloroplast, GO:0009718: anthocyanin-containing compound biosynthetic process, GO:0015120: phosphoglycerate transmembrane transporter activity, GO:0015121: phosphoenolpyruvate:phosphate antiporter activity, GO:0015297: antiporter activity, GO:0015713: phosphoglycerate transmembrane transport, GO:0015714: phosphoenolpyruvate transport	
249046_at			5	-17886194	AT5G44400	834466	15593128, 18650403	GO:0005618: cell wall, GO:0005737: cytoplasm, GO:0009055: electron transfer activity, GO:0009506: plasmodesma	
255852_at	GDPDL1, SVL2		1, 1	-24992553, -24992553	AT1G66970	843015	12068095, 12805588, 17496105, 18718934, 21323773	GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006071: glycerol metabolic process, GO:0008889: glycerophosphodiester phosphodiesterase activity, GO:0008889: glycerophosphodiester phosphodiesterase activity, GO:0009507: chloroplast, GO:0016301: kinase activity, GO:0030643: cellular phosphate ion homeostasis, GO:0031225: anchored component of membrane, GO:0046658: anchored component of plasma membrane, GO:0048046: apoplast	
261949_at	BDG1, CED1	Encodes a epidermally expressed extracellular protein that likely functions as an alpha-beta hydrolase and is required for normal cuticle formation. Homozygous mutant plants are dwarfed and have abnormal leaves, collapsed cells, reduced numbers of trichomes. The specific role of BDG is unclear: it may function in cutin biosynthesis or as a cross-linking enzyme in the cell wall itself., Encodes a epidermally expressed extracellular protein that likely functions as an alpha-beta hydrolase and is required for normal cuticle formation. Homozygous mutant plants are dwarfed and have abnormal leaves, collapsed cells, reduced numbers of trichomes. The specific role of BDG is unclear: it may function in cutin biosynthesis or as a cross-linking enzyme in the cell wall itself.	1, 1	-24030820	AT1G64670	842775	16299169, 16415209, 16623885, 18650403, 18952782, 21610183, 22516817	GO:0005737: cytoplasm, GO:0006970: response to osmotic stress, GO:0010115: regulation of abscisic acid biosynthetic process, GO:0010143: cutin biosynthetic process, GO:0016787: hydrolase activity	
246603_at			1	11343980	AT1G31690	840056	14581625, 17545220, 18650403	GO:0005507: copper ion binding, GO:0009507: chloroplast	
255895_at								GO:0005737: cytoplasm	
253749_at	IAA27, PAP2	phytochrome-associated protein 2 (PAP2), phytochrome-associated protein 2 (PAP2)	4, 4	-14323361	AT4G29080	829029	11118137, 12036262, 12885779, 16284307, 16489122, 18650403, 16903352	GO:0003700: DNA-binding transcription factor activity, GO:0005622: intracellular, GO:0005634: nucleus, GO:0006417: regulation of translation, GO:0007389: pattern specification process, GO:0009733: response to auxin, GO:0009733: response to auxin, GO:0048438: floral whorl development, GO:0048439: flower morphogenesis	
259789_at	COR413-TM1, COR413IM1, COR414-TM1	Integral membrane protein in the inner  envelope of chloroplasts. Provide  freezing tolerance. Expression is induced by short-term cold-treatment, water deprivation, and abscisic acid treatment., Integral membrane protein in the inner  envelope of chloroplasts. Provide  freezing tolerance. Expression is induced by short-term cold-treatment, water deprivation, and abscisic acid treatment., Integral membrane protein in the inner  envelope of chloroplasts. Provide  freezing tolerance. Expression is induced by short-term cold-treatment, water deprivation, and abscisic acid treatment.	1, 1, 1	-10288197	AT1G29395	839815	12746512, 15319476, 15341629, 15743445, 16214899, 16317577, 16623895, 16617101, 16920880, 16901781, 18650403, 18643985, 18643950, 21610183	GO:0003674: molecular_function, GO:0009269: response to desiccation, GO:0009409: response to cold, GO:0009414: response to water deprivation, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009535: chloroplast thylakoid membrane, GO:0009535: chloroplast thylakoid membrane, GO:0009631: cold acclimation, GO:0009631: cold acclimation, GO:0009651: response to salt stress, GO:0009737: response to abscisic acid, GO:0009737: response to abscisic acid, GO:0009941: chloroplast envelope, GO:0031357: integral component of chloroplast inner membrane, GO:0042538: hyperosmotic salinity response, GO:0042631: cellular response to water deprivation, GO:0042631: cellular response to water deprivation, GO:0070417: cellular response to cold	
260004_at			1	-25444805	AT1G67860	843113	12753580, 12953064, 15341629, 18650403, 18783601	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
255694_at	UNE10		4	17792	AT4G00050	828175	11118137, 12679534, 12897250, 14600211, 14690509, 14645734, 15144375, 15634699, 18252845, 18650403, 20736450	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0009506: plasmodesma, GO:0009567: double fertilization forming a zygote and endosperm	
259264_at			3	-80176	AT3G01260	821171	15086809, 20736450, 23148892	GO:0004034: aldose 1-epimerase activity, GO:0005737: cytoplasm, GO:0006012: galactose metabolic process, GO:0006826: iron ion transport, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0015706: nitrate transport	00010: Glycolysis / Gluconeogenesis, 01110: Biosynthesis of secondary metabolites
246346_at			3	-21036760	AT3G56810	824848	14576160	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0008150: biological_process	
251142_at			5	-5256, -5367	AT5G01015	831731	18650403	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0008150: biological_process	
260831_at			1	2097151	AT1G06830	837195	15632145, 15546358, 16299171, 16720602, 17031546, 17028338, 18552355	GO:0005737: cytoplasm, GO:0048653: anther development	
255345_at			4	2224551, 2224422	AT4G04460	825776	12230581, 12509532, 14697270, 16299181, 16291648, 16581873, 18650403, 20005002, 22442409	GO:0005576: extracellular region, GO:0006508: proteolysis, GO:0046686: response to cadmium ion	
246523_at	ATCOL1, BBX2, COL1	Homologous to the flowering-time gene CONSTANS., Homologous to the flowering-time gene CONSTANS., Homologous to the flowering-time gene CONSTANS.	5, 5, 5	-5176091	AT5G15850	831442	9749533, 11118137, 11359606, 12837818, 15937324, 18650403, 18495636, 19566593, 19920209, 23265320	GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0006281: DNA repair, GO:0007623: circadian rhythm, GO:0008270: zinc ion binding, GO:0009909: regulation of flower development, GO:0010100: negative regulation of photomorphogenesis, GO:0042802: identical protein binding, GO:0048608: reproductive structure development	
263480_at	ZIP7		2	1289832	AT2G04032	814931	15531708, 16608451, 18650403, 18805951	GO:0005886: plasma membrane, GO:0006812: cation transport, GO:0006826: iron ion transport, GO:0006833: water transport, GO:0008324: cation transmembrane transporter activity, GO:0010048: vernalization response, GO:0010106: cellular response to iron ion starvation	
258895_at			3	-1623244	AT3G05600	819726	14671017, 17497164, 20118269	GO:0004301: epoxide hydrolase activity, GO:0005737: cytoplasm	
252011_at	ACA1, ATACA1, CAH1	Encodes a putative alpha carbonic anhydrase (CAH1) located in the chloroplast stroma. Most chloroplast proteins are encoded by the nuclear genome and imported with the help of sorting signals that are intrinsic parts of the polypeptides. CAH1 takes an alternative route through the secretory pathway, and becomes N-glycosylated before entering the chloroplast., Encodes a putative alpha carbonic anhydrase (CAH1) located in the chloroplast stroma. Most chloroplast proteins are encoded by the nuclear genome and imported with the help of sorting signals that are intrinsic parts of the polypeptides. CAH1 takes an alternative route through the secretory pathway, and becomes N-glycosylated before entering the chloroplast., Encodes a putative alpha carbonic anhydrase (CAH1) located in the chloroplast stroma. Most chloroplast proteins are encoded by the nuclear genome and imported with the help of sorting signals that are intrinsic parts of the polypeptides. CAH1 takes an alternative route through the secretory pathway, and becomes N-glycosylated before entering the chloroplast.	3, 3, 3	-19538690, -19539278	AT3G52720	824438	17407539, 18434607, 18431481, 18671872, 18650403, 18775970, 16284624, 21695217	GO:0004089: carbonate dehydratase activity, GO:0004089: carbonate dehydratase activity, GO:0005737: cytoplasm, GO:0006730: one-carbon metabolic process, GO:0008270: zinc ion binding, GO:0009570: chloroplast stroma	00910: Nitrogen metabolism
266989_at	JAL23		2	-16419596	AT2G39330	818518	12805595, 15347784, 15489280, 15539469, 15978049, 16021335, 16258012, 16500996, 17098848, 17631525, 17616737, 17675405, 18467340, 20118269	GO:0005737: cytoplasm, GO:0005773: vacuole, GO:0008150: biological_process, GO:0009506: plasmodesma	
249008_at			5	-18024215	AT5G44680	834497	14576160, 15494554, 15772289, 16920880, 17478635, 18650403	GO:0005634: nucleus, GO:0006281: DNA repair, GO:0008725: DNA-3-methyladenine glycosylase activity, GO:0009637: response to blue light, GO:0010155: regulation of proton transport, GO:0046777: protein autophosphorylation	03410: Base excision repair
250269_at			5	4102135	AT5G12970	831137	16776300, 17551672	GO:0009506: plasmodesma	
254923_at	TOPP7	encodes a type I serine/threonine protein phosphatase expressed in expressed in roots, rosettes and flowers.	4	6847112	AT4G11240	826726	9617814, 7773310, 12068129, 16571618, 17368080, 17397552, 21222654	GO:0004722: protein serine/threonine phosphatase activity, GO:0004722: protein serine/threonine phosphatase activity, GO:0005575: cellular_component, GO:0006470: protein dephosphorylation, GO:0051604: protein maturation	
259858_at			1	-25646039	AT1G68400	843169	12368499, 12972053, 12969431, 20736450, 21431781, 21477822	GO:0004674: protein serine/threonine kinase activity, GO:0005524: ATP binding, GO:0005576: extracellular region, GO:0006468: protein phosphorylation, GO:0007169: transmembrane receptor protein tyrosine kinase signaling pathway, GO:0016301: kinase activity	
245736_at	ATDR4, DR4	encodes a plant-specific protease inhibitor-like protein whose transcript level in root disappears in response to progressive drought stress. The decrease in transcript level is independent from abscisic acid level., encodes a plant-specific protease inhibitor-like protein whose transcript level in root disappears in response to progressive drought stress. The decrease in transcript level is independent from abscisic acid level.	1, 1	-27568718	AT1G73330	843668	7823904, 12753580, 12953064, 14730065, 15047898, 15272873, 15377757, 15546358, 15720685, 15998247, 16648215, 16813576, 20484005	GO:0005576: extracellular region, GO:0009414: response to water deprivation, GO:0030414: peptidase inhibitor activity	
245598_at			4	-8185370	AT4G14200	827060	16102170	GO:0005634: nucleus, GO:0006275: regulation of DNA replication, GO:0006346: methylation-dependent chromatin silencing, GO:0008150: biological_process, GO:0009855: determination of bilateral symmetry, GO:0009944: polarity specification of adaxial/abaxial axis, GO:0009965: leaf morphogenesis, GO:0010014: meristem initiation, GO:0010051: xylem and phloem pattern formation, GO:0010073: meristem maintenance, GO:0010389: regulation of G2/M transition of mitotic cell cycle, GO:0016246: RNA interference, GO:0031048: chromatin silencing by small RNA, GO:0048451: petal formation, GO:0048453: sepal formation, GO:0051567: histone H3-K9 methylation	
246021_at			5	7168184	AT5G21100	832234	15634197, 15883131, 16927206, 18650403, 18753283, 20736450	GO:0005576: extracellular region, GO:0009505: plant-type cell wall, GO:0016126: sterol biosynthetic process, GO:0046520: sphingoid biosynthetic process	00053: Ascorbate and aldarate metabolism, 01100: Metabolic pathways
259180_at	AtSEOR1, SEOb, SEOR1		3, 3, 3	251981	AT3G01680	821097	20736450, 20932300, 22198148, 22470058	GO:0005634: nucleus, GO:0043621: protein self-association	
251050_at			5	531028	AT5G02440	831872	16377743, 19021904	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0008150: biological_process	
